Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"D08",Rare Event Detection,"RED","YC201117S-",Ch1Unknown,"N1","Manual",5.6,One-Step RT-ddPCR Kit for Probes,112,,,7.2,4.3,62,12918,60,2,1,12917,5.45,12980,,,,,,,,1.02,,,1.38,0.66,50,,,59,42,1,1,8855,11745,3321.6,3361.8,"Rare Event Detection Experiment",,,,6.4,4.9,,,,,,,1.2,0.83,,,54.9,45.9,
"D09",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"N1","Manual",70.9,One-Step RT-ddPCR Kit for Probes,1418,,,75.2,66.5,1013,16319,1012,1,17,16302,70.8,17332,,,,,,,,,,,,,,,,,,1,1,8855,19129,3194.2,4125.5,"Rare Event Detection Experiment",,,,73.1,68.6,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","YC201023S",Ch1Unknown,"N1","Manual",0.37,One-Step RT-ddPCR Kit for Probes,7.4,,,0.86,0.11,4,12854,4,0,0,12854,0.366,12858,,,,,,,,1,,,2.5,0,50,,,86,14,1,1,8855,12715,3402.8,3405.6,"Rare Event Detection Experiment",,,,0.58,0.21,,,,,,,1.7,0.3,,,68,32,
"E02",Rare Event Detection,"RED","YC201023S",Ch1Unknown,"N1","Manual",0.8,One-Step RT-ddPCR Kit for Probes,16,,,1.5,0.4,10,13971,10,0,0,13971,0.842,13981,,,,,,,,1,,,1.9,0.1,50,,,72,28,1,1,8855,12739,3464.7,3471.4,"Rare Event Detection Experiment",,,,1.14,0.6,,,,,,,1.45,0.55,,,61,39,
"E03",Rare Event Detection,"RED","YC201023S-",Ch1Unknown,"N1","Manual",0.23,One-Step RT-ddPCR Kit for Probes,4.6,,,0.6,0.05,3,15464,3,0,0,15464,0.228,15467,,,,,,,,1,,,2.7,0,50,,,93,7,1,1,8855,12566,3450.2,3451.9,"Rare Event Detection Experiment",,,,0.39,0.12,,,,,,,1.8,0.2,,,71,29,
"E04",Rare Event Detection,"RED","YC201023S-",Ch1Unknown,"N1","Manual",0.3,One-Step RT-ddPCR Kit for Probes,6,,,0.7,0.09,4,15950,4,0,0,15950,0.295,15954,,,,,,,,1,,,2.5,0,50,,,86,14,1,1,8855,11768,3472.1,3474.2,"Rare Event Detection Experiment",,,,0.47,0.17,,,,,,,1.7,0.3,,,68,32,
"E05",Rare Event Detection,"RED","YC201118S",Ch1Unknown,"N1","Manual",2.7,One-Step RT-ddPCR Kit for Probes,54,,,3.7,2,39,16757,39,0,0,16757,2.73,16796,,,,,,,,1,,,1.45,0.55,50,,,61,39,1,1,8855,12681,3445.8,3467.2,"Rare Event Detection Experiment",,,,3.2,2.32,,,,,,,1.23,0.77,,,56,44,
"E06",Rare Event Detection,"RED","YC201118S",Ch1Unknown,"N1","Manual",2.9,One-Step RT-ddPCR Kit for Probes,58,,,3.9,2.1,40,16261,40,0,0,16261,2.89,16301,,,,,,,,1,,,1.44,0.56,50,,,61,39,1,1,8855,12314,3535.1,3556.7,"Rare Event Detection Experiment",,,,3.37,2.46,,,,,,,1.22,0.78,,,56,44,
"E07",Rare Event Detection,"RED","YC201118S-",Ch1Unknown,"N1","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,8855,0,0,0,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
"E08",Rare Event Detection,"RED","YC201118S-",Ch1Unknown,"N1","Manual",2.4,One-Step RT-ddPCR Kit for Probes,48,,,3.4,1.6,27,13145,27,0,0,13145,2.41,13172,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,8855,12157,3371.5,3389.5,"Rare Event Detection Experiment",,,,2.91,1.98,,,,,,,1.27,0.73,,,57,43,
