Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"C01",Rare Event Detection,"RED","YC210209S",Ch1Unknown,"N1","Manual",1,One-Step RT-ddPCR Kit for Probes,20,,,1.6,0.6,15,17660,14,1,0,17660,0.932,17675,,,,,,,,1.1,,,1.9,0.3,52,,,70,33,1,1,7382,13065,3604.9,3613,"Rare Event Detection Experiment",,,,1.28,0.76,,,,,,,1.47,0.67,,,61,42,
"C02",Rare Event Detection,"RED","YC210209S",Ch1Unknown,"N1","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,2.1,0.8,17,14517,17,0,0,14517,1.38,14534,,,,,,,,1,,,1.7,0.3,50,,,67,33,1,1,7382,12749,3641.9,3652.6,"Rare Event Detection Experiment",,,,1.74,1.07,,,,,,,1.34,0.66,,,59,41,
"C03",Rare Event Detection,"RED","YC210209S-",Ch1Unknown,"N1","Manual",0.9,One-Step RT-ddPCR Kit for Probes,18,,,1.5,0.5,11,14683,11,0,0,14683,0.881,14694,,,,,,,,1,,,1.9,0.1,50,,,71,29,1,1,7382,13536,3498.1,3505.7,"Rare Event Detection Experiment",,,,1.17,0.64,,,,,,,1.43,0.57,,,61,39,
"C04",Rare Event Detection,"RED","YC210209S-",Ch1Unknown,"N1","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,2.2,0.5,8,8146,8,0,1,8145,1.15,8154,,,,,,,,0.9,,,1.8,0,47,,,71,23,1,1,7382,11972,3653.8,3661.9,"Rare Event Detection Experiment",,,,1.62,0.79,,,,,,,1.32,0.45,,,59,35,
"C05",Rare Event Detection,"RED","NTC",Ch1NTC,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17626,0,0,0,17626,0,17626,,,,,,,,,,,,,,,,,,1,1,7382,0,3271.7,3271.7,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"D01",Rare Event Detection,"RED","YC210210S",Ch1Unknown,"N1","Manual",1.1,One-Step RT-ddPCR Kit for Probes,22,,,2.2,0.4,6,6542,6,0,0,6542,1.08,6548,,,,,,,,1,,,2.2,0,50,,,79,21,1,1,7382,12121,3435,3443,"Rare Event Detection Experiment",,,,1.59,0.69,,,,,,,1.6,0.4,,,65,35,
"D02",Rare Event Detection,"RED","YC210210S",Ch1Unknown,"N1","Manual",2.7,One-Step RT-ddPCR Kit for Probes,54,,,5.9,0.9,5,2185,5,0,1,2184,2.69,2190,,,,,,,,0.8,,,1.9,0,45,,,76,15,1,1,7382,12552,3600.2,3620.7,"Rare Event Detection Experiment",,,,4.1,1.6,,,,,,,1.3,0.3,,,61,30,
"D03",Rare Event Detection,"RED","YC210210S-",Ch1Unknown,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,2.5,0,0,1391,0,0,0,1391,0,1391,,,,,,,,,,,,,,,,,,1,1,7382,0,1951,1951,"Rare Event Detection Experiment",,,,1.2,0,,,,,,,,,,,,,
"D04",Rare Event Detection,"RED","YC210210S-",Ch1Unknown,"N1","Manual",1.7,One-Step RT-ddPCR Kit for Probes,34,,,2.5,1,19,13422,19,0,0,13422,1.66,13441,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,7382,12100,3564.6,3576.6,"Rare Event Detection Experiment",,,,2.08,1.31,,,,,,,1.32,0.68,,,58,42,
"D05",Rare Event Detection,"RED","NTC",Ch1NTC,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.23,0,0,15629,0,0,1,15628,0,15629,,,,,,,,,,,,,,,,,,1,1,7382,0,3353,3353,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","YC210211S",Ch1Unknown,"N1","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,1.9,0.7,16,15925,16,0,0,15925,1.18,15941,,,,,,,,1,,,1.7,0.3,50,,,68,32,1,1,7382,12017,3445.9,3454.5,"Rare Event Detection Experiment",,,,1.5,0.91,,,,,,,1.35,0.65,,,59,41,
"E02",Rare Event Detection,"RED","YC210211S",Ch1Unknown,"N1","Manual",0.7,One-Step RT-ddPCR Kit for Probes,14,,,1.3,0.3,7,11961,7,0,0,11961,0.688,11968,,,,,,,,1,,,2.1,0,50,,,77,23,1,1,7382,13140,3660.6,3666.1,"Rare Event Detection Experiment",,,,0.98,0.46,,,,,,,1.5,0.5,,,64,36,
"E03",Rare Event Detection,"RED","YC210211S-",Ch1Unknown,"N1","Manual",0.53,One-Step RT-ddPCR Kit for Probes,10.6,,,1.04,0.23,7,15460,7,0,5,15455,0.533,15467,,,,,,,,0.6,,,1.1,0,37,,,59,15,1,1,7382,12557,3570,3574.1,"Rare Event Detection Experiment",,,,0.76,0.35,,,,,,,0.86,0.3,,,48,26,
"E04",Rare Event Detection,"RED","YC210211S-",Ch1Unknown,"N1","Manual",0.69,One-Step RT-ddPCR Kit for Probes,13.8,,,1.3,0.31,8,13606,8,0,0,13606,0.692,13614,,,,,,,,1,,,2,0,50,,,75,25,1,1,7382,12955,3599.6,3605.1,"Rare Event Detection Experiment",,,,0.97,0.47,,,,,,,1.5,0.5,,,63,37,
"F01",Rare Event Detection,"RED","YC210216S",Ch1Unknown,"N1","Manual",0.29,One-Step RT-ddPCR Kit for Probes,5.8,,,0.77,0.07,3,12113,3,0,0,12113,0.291,12116,,,,,,,,1,,,2.7,0,50,,,93,7,1,1,7382,12741,3450.4,3452.7,"Rare Event Detection Experiment",,,,0.5,0.15,,,,,,,1.8,0.2,,,71,29,
"F02",Rare Event Detection,"RED","YC210216S",Ch1Unknown,"N1","Manual",1,One-Step RT-ddPCR Kit for Probes,20,,,1.8,0.5,9,10684,8,1,0,10684,0.881,10693,,,,,,,,1.1,,,2.2,0,53,,,77,29,1,1,7382,13675,3558.9,3567.4,"Rare Event Detection Experiment",,,,1.36,0.69,,,,,,,1.7,0.6,,,65,41,
"F03",Rare Event Detection,"RED","YC210216S-",Ch1Unknown,"N1","Manual",0.8,One-Step RT-ddPCR Kit for Probes,16,,,1.4,0.4,9,13246,9,0,0,13246,0.799,13255,,,,,,,,1,,,1.9,0.1,50,,,74,26,1,1,7382,13115,3496.9,3503.4,"Rare Event Detection Experiment",,,,1.1,0.56,,,,,,,1.47,0.53,,,62,38,
"F04",Rare Event Detection,"RED","YC210216S-",Ch1Unknown,"N1","Manual",0.55,One-Step RT-ddPCR Kit for Probes,11,,,1.12,0.22,6,12831,6,0,1,12830,0.55,12837,,,,,,,,0.9,,,1.8,0,46,,,74,18,1,1,7382,12353,3537.9,3542,"Rare Event Detection Experiment",,,,0.81,0.35,,,,,,,1.34,0.37,,,60,32,
"G01",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"N1","Manual",69.3,One-Step RT-ddPCR Kit for Probes,1386,,,73.3,65.2,1133,18687,1130,3,1,18686,69.1,19820,,,,,,,,,,,,,,,,,,1,1,7382,19769,3289.4,4231.5,"Rare Event Detection Experiment",,,,71.3,67.2,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"N1","Manual",73,One-Step RT-ddPCR Kit for Probes,1460,,,78,67,682,10695,678,4,2,10693,72.3,11377,,,,,,,,,,,,,,,,,,1,1,7382,20124,3362.2,4367,"Rare Event Detection Experiment",,,,75.5,69.9,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"N1","Manual",0.08,One-Step RT-ddPCR Kit for Probes,1.6,,,0.4,0,1,13894,0,1,0,13894,0,13895,,,,,,,,,,,,,,,,,,1,1,7382,9054.4,3508,3508.4,"Rare Event Detection Experiment",,,,0.21,0.02,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.26,0,0,13336,0,0,0,13336,0,13336,,,,,,,,,,,,,,,,,,1,1,7382,0,3383.5,3383.5,"Rare Event Detection Experiment",,,,0.12,0,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"N1","Manual",69,One-Step RT-ddPCR Kit for Probes,1380,,,73.2,64.8,1029,17032,1022,7,0,17032,68.5,18061,,,,,,,,,,,,,,,,,,1,1,7382,19815,3275.9,4218.2,"Rare Event Detection Experiment",,,,71.2,66.9,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"N1","Manual",66.7,One-Step RT-ddPCR Kit for Probes,1334,,,71.7,61.8,700,11993,692,8,0,11993,66,12693,,,,,,,,,,,,,,,,,,1,1,7382,19892,3285.1,4200.9,"Rare Event Detection Experiment",,,,69.3,64.2,,,,,,,,,,,,,
"H03",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.22,0,0,16319,0,0,0,16319,0,16319,,,,,,,,,,,,,,,,,,1,1,7382,0,3626.9,3626.9,"Rare Event Detection Experiment",,,,0.099,0,,,,,,,,,,,,,
"H04",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.24,0,0,14969,0,0,0,14969,0,14969,,,,,,,,,,,,,,,,,,1,1,7382,0,3250.2,3250.2,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"A01",Rare Event Detection,"RED","YC210205S",Ch2Unknown,"N2","Manual",1.9,One-Step RT-ddPCR Kit for Probes,38,,,2.7,1.2,27,16979,27,0,0,16979,1.87,17006,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,950,1190.6,677.91,678.72,"Rare Event Detection Experiment",,,,2.25,1.53,,,,,,,1.27,0.73,,,57,43,
"A02",Rare Event Detection,"RED","YC210205S",Ch2Unknown,"N2","Manual",1.6,One-Step RT-ddPCR Kit for Probes,32,,,2.4,1,21,15191,17,0,4,15191,1.32,15212,,,,,,,,0.8,,,1.3,0.3,45,,,61,29,1,1,950,1164.2,685.27,685.93,"Rare Event Detection Experiment",,,,2.01,1.3,,,,,,,1.07,0.55,,,53,37,
"A03",Rare Event Detection,"RED","YC210205S-",Ch2Unknown,"N2","Manual",1.5,One-Step RT-ddPCR Kit for Probes,30,,,2.3,0.9,19,14659,19,0,0,14659,1.52,14678,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,950,1265.8,676.06,676.82,"Rare Event Detection Experiment",,,,1.9,1.2,,,,,,,1.32,0.68,,,58,42,
"A04",Rare Event Detection,"RED","YC210205S-",Ch2Unknown,"N2","Manual",2.3,One-Step RT-ddPCR Kit for Probes,46,,,3.2,1.6,31,15894,14,0,17,15894,1.03,15925,,,,,,,,0.45,,,0.74,0.16,31,,,45,17,1,1,950,1140.8,684.73,685.62,"Rare Event Detection Experiment",,,,2.73,1.91,,,,,,,0.6,0.31,,,38,24,
"A05",Rare Event Detection,"RED","NTC",Ch2NTC,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17691,0,0,0,17691,0,17691,,,,,,,,,,,,,,,,,,1,1,950,0,659.52,659.52,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"B01",Rare Event Detection,"RED","YC210208S",Ch2Unknown,"N2","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,1.9,0.7,19,18353,19,0,0,18353,1.22,18372,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,950,1295.4,694.04,694.66,"Rare Event Detection Experiment",,,,1.52,0.96,,,,,,,1.32,0.68,,,58,42,
"B02",Rare Event Detection,"RED","YC210208S",Ch2Unknown,"N2","Manual",4.8,One-Step RT-ddPCR Kit for Probes,96,,,10.5,1.7,5,1220,2,0,3,1220,1.92,1225,,,,,,,,0.4,,,1.1,0,29,,,65,0,1,1,950,1259.2,708.12,710.37,"Rare Event Detection Experiment",,,,7.3,2.9,,,,,,,0.75,0.05,,,46,11,
"B03",Rare Event Detection,"RED","YC210208S-",Ch2Unknown,"N2","Manual",0.52,One-Step RT-ddPCR Kit for Probes,10.4,,,1.07,0.2,6,13539,6,0,0,13539,0.521,13545,,,,,,,,1,,,2.2,0,50,,,79,21,1,1,950,1225.9,687.21,687.45,"Rare Event Detection Experiment",,,,0.77,0.34,,,,,,,1.6,0.4,,,65,35,
"B04",Rare Event Detection,"RED","YC210208S-",Ch2Unknown,"N2","Manual",1.1,One-Step RT-ddPCR Kit for Probes,22,,,1.8,0.6,12,13139,12,0,0,13139,1.07,13151,,,,,,,,1,,,1.8,0.2,50,,,70,30,1,1,950,1251.6,682.56,683.08,"Rare Event Detection Experiment",,,,1.42,0.79,,,,,,,1.41,0.59,,,60,40,
"B05",Rare Event Detection,"RED","NTC",Ch2NTC,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.18,0,0,19353,0,0,0,19353,0,19353,,,,,,,,,,,,,,,,,,1,1,950,0,662.15,662.15,"Rare Event Detection Experiment",,,,0.083,0,,,,,,,,,,,,,
"C01",Rare Event Detection,"RED","YC210209S",Ch2Unknown,"N2","Manual",0.93,One-Step RT-ddPCR Kit for Probes,18.6,,,1.51,0.52,14,17661,14,1,0,17660,0.932,17675,,,,,,,,1.1,,,1.9,0.3,52,,,70,33,1,1,950,1321,689.98,690.48,"Rare Event Detection Experiment",,,,1.2,0.7,,,,,,,1.47,0.67,,,61,42,
"C02",Rare Event Detection,"RED","YC210209S",Ch2Unknown,"N2","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,2.1,0.8,17,14517,17,0,0,14517,1.38,14534,,,,,,,,1,,,1.7,0.3,50,,,67,33,1,1,950,1242.9,688.38,689.02,"Rare Event Detection Experiment",,,,1.74,1.07,,,,,,,1.34,0.66,,,59,41,
"C03",Rare Event Detection,"RED","YC210209S-",Ch2Unknown,"N2","Manual",0.9,One-Step RT-ddPCR Kit for Probes,18,,,1.5,0.5,11,14683,11,0,0,14683,0.881,14694,,,,,,,,1,,,1.9,0.1,50,,,71,29,1,1,950,1295.8,665.62,666.09,"Rare Event Detection Experiment",,,,1.17,0.64,,,,,,,1.43,0.57,,,61,39,
"C04",Rare Event Detection,"RED","YC210209S-",Ch2Unknown,"N2","Manual",1.3,One-Step RT-ddPCR Kit for Probes,26,,,2.4,0.6,9,8145,8,0,1,8145,1.15,8154,,,,,,,,0.9,,,1.8,0,47,,,71,23,1,1,950,1147.8,676.98,677.5,"Rare Event Detection Experiment",,,,1.78,0.91,,,,,,,1.32,0.45,,,59,35,
"C05",Rare Event Detection,"RED","NTC",Ch2NTC,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17626,0,0,0,17626,0,17626,,,,,,,,,,,,,,,,,,1,1,950,0,661.13,661.13,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"D01",Rare Event Detection,"RED","YC210210S",Ch2Unknown,"N2","Manual",1.1,One-Step RT-ddPCR Kit for Probes,22,,,2.2,0.4,6,6542,6,0,0,6542,1.08,6548,,,,,,,,1,,,2.2,0,50,,,79,21,1,1,950,1249.7,673.51,674.03,"Rare Event Detection Experiment",,,,1.59,0.69,,,,,,,1.6,0.4,,,65,35,
"D02",Rare Event Detection,"RED","YC210210S",Ch2Unknown,"N2","Manual",3.2,One-Step RT-ddPCR Kit for Probes,64,,,6.6,1.3,6,2184,5,0,1,2184,2.69,2190,,,,,,,,0.8,,,1.9,0,45,,,76,15,1,1,950,1099.6,674.15,675.32,"Rare Event Detection Experiment",,,,4.7,2.1,,,,,,,1.3,0.3,,,61,30,
"D03",Rare Event Detection,"RED","YC210210S-",Ch2Unknown,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,2.5,0,0,1391,0,0,0,1391,0,1391,,,,,,,,,,,,,,,,,,1,1,950,0,427.14,427.14,"Rare Event Detection Experiment",,,,1.2,0,,,,,,,,,,,,,
"D04",Rare Event Detection,"RED","YC210210S-",Ch2Unknown,"N2","Manual",1.7,One-Step RT-ddPCR Kit for Probes,34,,,2.5,1,19,13422,19,0,0,13422,1.66,13441,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,950,1184.8,680.77,681.49,"Rare Event Detection Experiment",,,,2.08,1.31,,,,,,,1.32,0.68,,,58,42,
"D05",Rare Event Detection,"RED","NTC",Ch2NTC,"N2","Manual",0.08,One-Step RT-ddPCR Kit for Probes,1.6,,,0.36,0,1,15628,0,0,1,15628,0,15629,,,,,,,,,,,,,,,,,,1,1,950,951.18,670.06,670.08,"Rare Event Detection Experiment",,,,0.19,0.02,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","YC210211S",Ch2Unknown,"N2","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,1.9,0.7,16,15925,16,0,0,15925,1.18,15941,,,,,,,,1,,,1.7,0.3,50,,,68,32,1,1,950,1139.6,656.61,657.09,"Rare Event Detection Experiment",,,,1.5,0.91,,,,,,,1.35,0.65,,,59,41,
"E02",Rare Event Detection,"RED","YC210211S",Ch2Unknown,"N2","Manual",0.7,One-Step RT-ddPCR Kit for Probes,14,,,1.3,0.3,7,11961,7,0,0,11961,0.688,11968,,,,,,,,1,,,2.1,0,50,,,77,23,1,1,950,1243.4,688.34,688.66,"Rare Event Detection Experiment",,,,0.98,0.46,,,,,,,1.5,0.5,,,64,36,
"E03",Rare Event Detection,"RED","YC210211S-",Ch2Unknown,"N2","Manual",0.9,One-Step RT-ddPCR Kit for Probes,18,,,1.5,0.5,12,15455,7,0,5,15455,0.533,15467,,,,,,,,0.6,,,1.1,0,37,,,59,15,1,1,950,1121.8,672.01,672.35,"Rare Event Detection Experiment",,,,1.2,0.67,,,,,,,0.86,0.3,,,48,26,
"E04",Rare Event Detection,"RED","YC210211S-",Ch2Unknown,"N2","Manual",0.69,One-Step RT-ddPCR Kit for Probes,13.8,,,1.3,0.31,8,13606,8,0,0,13606,0.692,13614,,,,,,,,1,,,2,0,50,,,75,25,1,1,950,1271.7,676.86,677.21,"Rare Event Detection Experiment",,,,0.97,0.47,,,,,,,1.5,0.5,,,63,37,
"F01",Rare Event Detection,"RED","YC210216S",Ch2Unknown,"N2","Manual",0.29,One-Step RT-ddPCR Kit for Probes,5.8,,,0.77,0.07,3,12113,3,0,0,12113,0.291,12116,,,,,,,,1,,,2.7,0,50,,,93,7,1,1,950,1156.8,681.93,682.05,"Rare Event Detection Experiment",,,,0.5,0.15,,,,,,,1.8,0.2,,,71,29,
"F02",Rare Event Detection,"RED","YC210216S",Ch2Unknown,"N2","Manual",0.9,One-Step RT-ddPCR Kit for Probes,18,,,1.6,0.4,8,10685,8,1,0,10684,0.881,10693,,,,,,,,1.1,,,2.2,0,53,,,77,29,1,1,950,1335.8,690,690.48,"Rare Event Detection Experiment",,,,1.23,0.6,,,,,,,1.7,0.6,,,65,41,
"F03",Rare Event Detection,"RED","YC210216S-",Ch2Unknown,"N2","Manual",0.8,One-Step RT-ddPCR Kit for Probes,16,,,1.4,0.4,9,13246,9,0,0,13246,0.799,13255,,,,,,,,1,,,1.9,0.1,50,,,74,26,1,1,950,1277.5,674.04,674.45,"Rare Event Detection Experiment",,,,1.1,0.56,,,,,,,1.47,0.53,,,62,38,
"F04",Rare Event Detection,"RED","YC210216S-",Ch2Unknown,"N2","Manual",0.64,One-Step RT-ddPCR Kit for Probes,12.8,,,1.25,0.27,7,12830,6,0,1,12830,0.55,12837,,,,,,,,0.9,,,1.8,0,46,,,74,18,1,1,950,1187.3,675.04,675.32,"Rare Event Detection Experiment",,,,0.92,0.43,,,,,,,1.34,0.37,,,60,32,
"G01",Rare Event Detection,"RED","POS 1",Ch2Positive Control,"N2","Manual",69.1,One-Step RT-ddPCR Kit for Probes,1382,,,73.2,65.1,1131,18689,1130,3,1,18686,69.1,19820,,,,,,,,,,,,,,,,,,1,1,950,1743.4,676.24,737.14,"Rare Event Detection Experiment",,,,71.2,67.1,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","POS 2",Ch2Positive Control,"N2","Manual",73,One-Step RT-ddPCR Kit for Probes,1460,,,78,67,680,10697,678,4,2,10693,72.3,11377,,,,,,,,,,,,,,,,,,1,1,950,1787,685.24,751.09,"Rare Event Detection Experiment",,,,75.3,69.7,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","NEG 1",Ch2Negative Control,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.25,0,0,13895,0,1,0,13894,0,13895,,,,,,,,,,,,,,,,,,1,1,950,0,681.34,681.34,"Rare Event Detection Experiment",,,,0.12,0,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","NEG 2",Ch2Negative Control,"N2","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.26,0,0,13336,0,0,0,13336,0,13336,,,,,,,,,,,,,,,,,,1,1,950,0,678.38,678.38,"Rare Event Detection Experiment",,,,0.12,0,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","POS 1",Ch2Positive Control,"N2","Manual",68.5,One-Step RT-ddPCR Kit for Probes,1370,,,72.7,64.3,1022,17039,1022,7,0,17032,68.5,18061,,,,,,,,,,,,,,,,,,1,1,950,1742.7,672.98,733.51,"Rare Event Detection Experiment",,,,70.7,66.4,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","POS 2",Ch2Positive Control,"N2","Manual",66,One-Step RT-ddPCR Kit for Probes,1320,,,70.9,61,692,12001,692,8,0,11993,66,12693,,,,,,,,,,,,,,,,,,1,1,950,1782.4,683.59,743.5,"Rare Event Detection Experiment",,,,68.5,63.4,,,,,,,,,,,,,
