Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"B03",Rare Event Detection,"RED","YC201208S-",Ch1Unknown,"N1","Manual",4.5,One-Step RT-ddPCR Kit for Probes,90,,,5.6,3.5,65,17093,65,0,0,17093,4.47,17158,,,,,,,,1,,,1.35,0.65,50,,,59,41,1,1,7495,12928,3960.9,3994.9,"Rare Event Detection Experiment",,,,5,3.9,,,,,,,1.18,0.82,,,54.4,45.6,
"B04",Rare Event Detection,"RED","YC201208S-",Ch1Unknown,"N1","Manual",4.2,One-Step RT-ddPCR Kit for Probes,84,,,5.3,3.2,58,16406,58,0,0,16406,4.15,16464,,,,,,,,1,,,1.37,0.63,50,,,59,41,1,1,7495,12874,4018.6,4049.8,"Rare Event Detection Experiment",,,,4.7,3.6,,,,,,,1.19,0.81,,,54.6,45.4,
"B05",Rare Event Detection,"RED","YC210120S",Ch1Unknown,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,3.3,0,0,1084,0,0,5,1079,0,1084,,,,,,,,,,,,,,,,,,1,1,7495,0,3139,3139,"Rare Event Detection Experiment",,,,1.5,0,,,,,,,,,,,,,
"B06",Rare Event Detection,"RED","YC210120S",Ch1Unknown,"N1","Manual",2.7,One-Step RT-ddPCR Kit for Probes,54,,,3.8,1.8,30,13017,30,0,0,13017,2.71,13047,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,13014,3937.8,3958.7,"Rare Event Detection Experiment",,,,3.23,2.24,,,,,,,1.26,0.74,,,56,44,
"B07",Rare Event Detection,"RED","YC210120S-",Ch1Unknown,"N1","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,2.2,0.8,16,13753,16,0,86,13667,1.37,13769,,,,,,,,0.16,,,0.24,0.07,14,,,20,7,1,1,9138,11188,4199.5,4207.6,"Rare Event Detection Experiment",,,,1.74,1.05,,,,,,,0.198,0.114,,,16.7,10.4,
"B08",Rare Event Detection,"RED","YC210120S-",Ch1Unknown,"N1","Manual",1.7,One-Step RT-ddPCR Kit for Probes,34,,,2.4,1.1,28,19724,28,0,45,19679,1.67,19752,,,,,,,,0.38,,,0.55,0.22,28,,,36,19,1,1,9138,12928,4212.5,4224.9,"Rare Event Detection Experiment",,,,2,1.37,,,,,,,0.47,0.3,,,32.1,23.3,
"B09",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"N1","Manual",69.1,One-Step RT-ddPCR Kit for Probes,1382,,,73.4,64.8,992,16399,989,3,2,16397,68.9,17391,,,,,,,,,,,,,,,,,,1,1,7495,19730,3499.4,4425.2,"Rare Event Detection Experiment",,,,71.3,66.9,,,,,,,,,,,,,
"B10",Rare Event Detection,"RED","NTC",Ch1NTC,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,17137,0,0,0,17137,0,17137,,,,,,,,,,,,,,,,,,1,1,7495,0,3443.9,3443.9,"Rare Event Detection Experiment",,,,0.094,0,,,,,,,,,,,,,
"C01",Rare Event Detection,"RED","YC210104S",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.5,31,17189,31,0,0,17189,2.12,17220,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,12512,3780.9,3796.6,"Rare Event Detection Experiment",,,,2.52,1.76,,,,,,,1.25,0.75,,,56,44,
"C02",Rare Event Detection,"RED","YC210104S",Ch1Unknown,"N1","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,723,0,0,0,723,0,723,,,,,,,,,,,,,,,,,,1,1,7495,0,2088.9,2088.9,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
"C03",Rare Event Detection,"RED","YC210104S-",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,29,15950,28,1,0,15950,2.06,15979,,,,,,,,1,,,1.6,0.5,51,,,64,38,1,1,7495,12186,3809.9,3825.1,"Rare Event Detection Experiment",,,,2.56,1.77,,,,,,,1.31,0.76,,,57,44,
"C04",Rare Event Detection,"RED","YC210104S-",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,26,14772,26,0,0,14772,2.07,14798,,,,,,,,1,,,1.5,0.5,50,,,64,36,1,1,7495,12397,3723.7,3739,"Rare Event Detection Experiment",,,,2.5,1.69,,,,,,,1.28,0.72,,,57,43,
"C05",Rare Event Detection,"RED","YC210121S",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,28,15318,27,1,2,15316,2.07,15346,,,,,,,,1,,,1.5,0.5,49,,,62,36,1,1,7495,12912,3841.1,3857.7,"Rare Event Detection Experiment",,,,2.58,1.77,,,,,,,1.22,0.71,,,56,43,
"C06",Rare Event Detection,"RED","YC210121S",Ch1Unknown,"N1","Manual",2,One-Step RT-ddPCR Kit for Probes,40,,,3,1.2,21,12436,21,0,0,12436,1.98,12457,,,,,,,,1,,,1.6,0.4,50,,,65,35,1,1,7495,12933,3814,3829.4,"Rare Event Detection Experiment",,,,2.45,1.58,,,,,,,1.31,0.69,,,58,42,
"C07",Rare Event Detection,"RED","YC210121S-",Ch1Unknown,"N1","Manual",2.9,One-Step RT-ddPCR Kit for Probes,58,,,4.6,1.7,16,6428,16,0,4,6424,2.92,6444,,,,,,,,0.8,,,1.3,0.3,44,,,61,28,1,1,7495,12191,4143,4163,"Rare Event Detection Experiment",,,,3.7,2.3,,,,,,,1.07,0.53,,,53,36,
"C08",Rare Event Detection,"RED","YC210121S-",Ch1Unknown,"N1","Manual",2.3,One-Step RT-ddPCR Kit for Probes,46,,,3.2,1.7,35,17524,33,2,0,17524,2.21,17559,,,,,,,,1.1,,,1.6,0.6,51,,,63,40,1,1,7495,12592,3896.1,3913.4,"Rare Event Detection Experiment",,,,2.77,1.97,,,,,,,1.32,0.8,,,58,45,
"C09",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"N1","Manual",62.5,One-Step RT-ddPCR Kit for Probes,1250,,,66.9,58.1,777,14251,770,7,4,14247,61.9,15028,,,,,,,,,,,,,,,,,,1,1,7495,19370,3526.1,4345.3,"Rare Event Detection Experiment",,,,64.7,60.2,,,,,,,,,,,,,
"C10",Rare Event Detection,"RED","NTC",Ch1NTC,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.22,0,0,15898,0,0,0,15898,0,15898,,,,,,,,,,,,,,,,,,1,1,7495,0,3543,3543,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"D01",Rare Event Detection,"RED","YC210105S",Ch1Unknown,"N1","Manual",2.2,One-Step RT-ddPCR Kit for Probes,44,,,3.1,1.5,28,15011,28,0,0,15011,2.19,15039,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,14040,3919.2,3938,"Rare Event Detection Experiment",,,,2.63,1.8,,,,,,,1.27,0.73,,,57,43,
"D02",Rare Event Detection,"RED","YC210105S",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,25,14214,25,0,0,14214,2.07,14239,,,,,,,,1,,,1.6,0.4,50,,,64,36,1,1,7495,13073,3894.5,3910.6,"Rare Event Detection Experiment",,,,2.51,1.68,,,,,,,1.28,0.72,,,57,43,
"D03",Rare Event Detection,"RED","YC210105S-",Ch1Unknown,"N1","Manual",1.7,One-Step RT-ddPCR Kit for Probes,34,,,2.5,1.1,23,15851,23,0,0,15851,1.71,15874,,,,,,,,1,,,1.6,0.4,50,,,65,35,1,1,7495,12307,4099.2,4111.1,"Rare Event Detection Experiment",,,,2.09,1.37,,,,,,,1.29,0.71,,,57,43,
"D04",Rare Event Detection,"RED","YC210105S-",Ch1Unknown,"N1","Manual",2,One-Step RT-ddPCR Kit for Probes,40,,,3,1.2,20,11715,18,2,33,11682,1.81,11735,,,,,,,,0.39,,,0.6,0.19,28,,,39,18,1,1,9421,13450,4369.5,4385,"Rare Event Detection Experiment",,,,2.49,1.59,,,,,,,0.5,0.29,,,33,23,
"D05",Rare Event Detection,"RED","YC210122S",Ch1Unknown,"N1","Manual",2.2,One-Step RT-ddPCR Kit for Probes,44,,,3.1,1.5,32,17097,30,2,0,17097,2.06,17129,,,,,,,,1.1,,,1.6,0.5,52,,,64,39,1,1,7495,12348,3708.2,3724.3,"Rare Event Detection Experiment",,,,2.61,1.83,,,,,,,1.34,0.8,,,58,45,
"D06",Rare Event Detection,"RED","YC210122S",Ch1Unknown,"N1","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,4.4,0.2,2,1705,2,0,3,1702,1.38,1707,,,,,,,,0.4,,,1.1,0,29,,,65,0,1,1,7495,9949.2,2922.4,2930.6,"Rare Event Detection Experiment",,,,2.7,0.6,,,,,,,0.75,0.05,,,46,11,
"D07",Rare Event Detection,"RED","YC210122S-",Ch1Unknown,"N1","Manual",2.2,One-Step RT-ddPCR Kit for Probes,44,,,3.1,1.5,31,16529,31,0,0,16529,2.2,16560,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,13421,3823.3,3841.3,"Rare Event Detection Experiment",,,,2.62,1.83,,,,,,,1.25,0.75,,,56,44,
"D08",Rare Event Detection,"RED","YC210122S-",Ch1Unknown,"N1","Manual",4.5,One-Step RT-ddPCR Kit for Probes,90,,,5.8,3.3,52,13706,47,5,0,13706,4.03,13758,,,,,,,,1.11,,,1.55,0.67,53,,,62,43,1,1,7495,12251,3873.1,3904.8,"Rare Event Detection Experiment",,,,5.1,3.9,,,,,,,1.33,0.88,,,58,48,
"D09",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"N1","Manual",72.6,One-Step RT-ddPCR Kit for Probes,1452,,,77.3,67.8,892,14021,886,6,1,14020,72.1,14913,,,,,,,,,,,,,,,,,,1,1,7495,19287,3575.5,4515.3,"Rare Event Detection Experiment",,,,75,70.1,,,,,,,,,,,,,
"D10",Rare Event Detection,"RED","NTC",Ch1NTC,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.23,0,0,15627,0,0,0,15627,0,15627,,,,,,,,,,,,,,,,,,1,1,7495,0,3485.1,3485.1,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","YC210106S",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,28,15507,28,0,0,15507,2.12,15535,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,12899,3823.1,3839.5,"Rare Event Detection Experiment",,,,2.55,1.75,,,,,,,1.27,0.73,,,57,43,
"E02",Rare Event Detection,"RED","YC210106S",Ch1Unknown,"N1","Manual",2.5,One-Step RT-ddPCR Kit for Probes,50,,,3.5,1.7,30,14053,30,0,0,14053,2.51,14083,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,13257,3886.3,3906.3,"Rare Event Detection Experiment",,,,2.99,2.08,,,,,,,1.26,0.74,,,56,44,
"E03",Rare Event Detection,"RED","YC210106S-",Ch1Unknown,"N1","Manual",2.2,One-Step RT-ddPCR Kit for Probes,44,,,3,1.5,34,18425,34,0,0,18425,2.17,18459,,,,,,,,1,,,1.48,0.52,50,,,62,38,1,1,7495,13366,3967.3,3984.6,"Rare Event Detection Experiment",,,,2.56,1.82,,,,,,,1.24,0.76,,,56,44,
"E04",Rare Event Detection,"RED","YC210106S-",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3.1,1.4,25,13926,25,0,4,13922,2.11,13951,,,,,,,,0.86,,,1.33,0.4,46,,,60,33,1,1,7495,12404,3806,3821.4,"Rare Event Detection Experiment",,,,2.56,1.72,,,,,,,1.1,0.63,,,53,40,
"E05",Rare Event Detection,"RED","YC210201S",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,2.9,1.4,32,18114,32,0,0,18114,2.08,18146,,,,,,,,1,,,1.49,0.51,50,,,62,38,1,1,7495,12617,3771,3786.6,"Rare Event Detection Experiment",,,,2.46,1.73,,,,,,,1.25,0.75,,,56,44,
"E06",Rare Event Detection,"RED","YC210201S",Ch1Unknown,"N1","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,1.9,0.7,16,15554,16,0,3,15551,1.21,15570,,,,,,,,0.8,,,1.4,0.3,46,,,62,29,1,1,7495,12528,3873.2,3882.1,"Rare Event Detection Experiment",,,,1.54,0.93,,,,,,,1.13,0.56,,,54,37,
"E07",Rare Event Detection,"RED","YC210201S-",Ch1Unknown,"N1","Manual",1.7,One-Step RT-ddPCR Kit for Probes,34,,,2.5,1.1,23,15891,22,1,0,15891,1.63,15914,,,,,,,,1,,,1.7,0.4,51,,,66,36,1,1,7495,12817,3886.4,3899.3,"Rare Event Detection Experiment",,,,2.08,1.37,,,,,,,1.36,0.73,,,59,44,
"E08",Rare Event Detection,"RED","YC210201S-",Ch1Unknown,"N1","Manual",2,One-Step RT-ddPCR Kit for Probes,40,,,2.8,1.3,27,16062,27,0,0,16062,1.98,16089,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,12803,3764.7,3779.9,"Rare Event Detection Experiment",,,,2.38,1.62,,,,,,,1.27,0.73,,,57,43,
"E09",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17750,0,0,0,17750,0,17750,,,,,,,,,,,,,,,,,,1,1,7495,0,3621.3,3621.3,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","YC210107S",Ch1Unknown,"N1","Manual",1.6,One-Step RT-ddPCR Kit for Probes,32,,,2.3,1,21,15924,21,0,0,15924,1.55,15945,,,,,,,,1,,,1.6,0.4,50,,,65,35,1,1,7495,13231,3894.3,3906.6,"Rare Event Detection Experiment",,,,1.91,1.24,,,,,,,1.31,0.69,,,58,42,
"F02",Rare Event Detection,"RED","YC210107S",Ch1Unknown,"N1","Manual",1.3,One-Step RT-ddPCR Kit for Probes,26,,,2,0.8,19,16647,19,0,0,16647,1.34,16666,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,7495,12706,3838.8,3848.9,"Rare Event Detection Experiment",,,,1.67,1.06,,,,,,,1.32,0.68,,,58,42,
"F03",Rare Event Detection,"RED","YC210107S-",Ch1Unknown,"N1","Manual",2.4,One-Step RT-ddPCR Kit for Probes,48,,,3.4,1.6,29,14092,29,0,1,14091,2.42,14121,,,,,,,,0.97,,,1.46,0.47,49,,,62,36,1,1,7495,12743,3788,3806.4,"Rare Event Detection Experiment",,,,2.9,2,,,,,,,1.22,0.72,,,56,43,
"F04",Rare Event Detection,"RED","YC210107S-",Ch1Unknown,"N1","Manual",2.4,One-Step RT-ddPCR Kit for Probes,48,,,3.4,1.6,27,13418,27,0,0,13418,2.36,13445,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,12507,3869.4,3886.7,"Rare Event Detection Experiment",,,,2.85,1.94,,,,,,,1.27,0.73,,,57,43,
"F05",Rare Event Detection,"RED","YC210202S",Ch1Unknown,"N1","Manual",0.45,One-Step RT-ddPCR Kit for Probes,9,,,1.06,0.14,4,10425,4,0,5,10420,0.451,10429,,,,,,,,0.44,,,0.99,0,31,,,57,5,1,1,7495,12654,3760.3,3763.7,"Rare Event Detection Experiment",,,,0.72,0.26,,,,,,,0.72,0.17,,,44,18,
"F06",Rare Event Detection,"RED","YC210202S",Ch1Unknown,"N1","Manual",0.58,One-Step RT-ddPCR Kit for Probes,11.6,,,1.12,0.24,7,14296,7,0,0,14296,0.576,14303,,,,,,,,1,,,2.1,0,50,,,77,23,1,1,7495,12203,3783.2,3787.3,"Rare Event Detection Experiment",,,,0.82,0.38,,,,,,,1.5,0.5,,,64,36,
"F07",Rare Event Detection,"RED","YC210202S-",Ch1Unknown,"N1","Manual",0.72,One-Step RT-ddPCR Kit for Probes,14.4,,,1.31,0.34,9,14691,9,0,0,14691,0.721,14700,,,,,,,,1,,,1.9,0.1,50,,,74,26,1,1,7495,12634,3576.3,3581.9,"Rare Event Detection Experiment",,,,0.99,0.51,,,,,,,1.47,0.53,,,62,38,
"F08",Rare Event Detection,"RED","YC210202S-",Ch1Unknown,"N1","Manual",0.64,One-Step RT-ddPCR Kit for Probes,12.8,,,1.16,0.31,9,16511,9,0,0,16511,0.641,16520,,,,,,,,1,,,1.9,0.1,50,,,74,26,1,1,7495,12627,3525.3,3530.2,"Rare Event Detection Experiment",,,,0.88,0.45,,,,,,,1.47,0.53,,,62,38,
"F09",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.22,0,0,15755,0,0,1,15754,0,15755,,,,,,,,,,,,,,,,,,1,1,7495,0,3664.5,3664.5,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","YC210108S",Ch1Unknown,"N1","Manual",2.5,One-Step RT-ddPCR Kit for Probes,50,,,3.4,1.7,33,15790,33,0,0,15790,2.46,15823,,,,,,,,1,,,1.49,0.51,50,,,62,38,1,1,7495,12792,3990.3,4008.6,"Rare Event Detection Experiment",,,,2.91,2.05,,,,,,,1.25,0.75,,,56,44,
"G02",Rare Event Detection,"RED","YC210108S",Ch1Unknown,"N1","Manual",3.2,One-Step RT-ddPCR Kit for Probes,64,,,4.5,2.2,31,11285,31,0,0,11285,3.23,11316,,,,,,,,1,,,1.5,0.5,50,,,63,37,1,1,7495,12644,3875.3,3899.3,"Rare Event Detection Experiment",,,,3.8,2.7,,,,,,,1.25,0.75,,,56,44,
"G03",Rare Event Detection,"RED","YC210108S-",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,3,1.4,28,15689,27,1,0,15689,2.02,15717,,,,,,,,1,,,1.6,0.5,51,,,64,38,1,1,7495,12822,3783.9,3800,"Rare Event Detection Experiment",,,,2.52,1.73,,,,,,,1.32,0.76,,,58,44,
"G04",Rare Event Detection,"RED","YC210108S-",Ch1Unknown,"N1","Manual",1.5,One-Step RT-ddPCR Kit for Probes,30,,,2.4,0.9,19,14429,19,0,0,14429,1.55,14448,,,,,,,,1,,,1.6,0.4,50,,,66,34,1,1,7495,12945,3785,3797,"Rare Event Detection Experiment",,,,1.93,1.22,,,,,,,1.32,0.68,,,58,42,
"G05",Rare Event Detection,"RED","YC210203S",Ch1Unknown,"N1","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,2.1,0.8,18,15276,18,0,0,15276,1.39,15294,,,,,,,,1,,,1.7,0.3,50,,,67,33,1,1,7495,12279,3903.8,3913.6,"Rare Event Detection Experiment",,,,1.74,1.08,,,,,,,1.33,0.67,,,58,42,
"G06",Rare Event Detection,"RED","YC210203S",Ch1Unknown,"N1","Manual",1.1,One-Step RT-ddPCR Kit for Probes,22,,,1.8,0.6,14,14467,14,0,12,14455,1.14,14481,,,,,,,,0.54,,,0.89,0.18,35,,,50,20,1,1,7495,12769,3933.7,3942.2,"Rare Event Detection Experiment",,,,1.47,0.86,,,,,,,0.72,0.36,,,43,27,
"G07",Rare Event Detection,"RED","YC210203S-",Ch1Unknown,"N1","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,1.9,0.6,14,14213,14,0,41,14172,1.16,14227,,,,,,,,0.25,,,0.41,0.1,20,,,30,11,1,1,8741,12310,4005.6,4013.8,"Rare Event Detection Experiment",,,,1.5,0.88,,,,,,,0.33,0.18,,,25.1,15.4,
"G08",Rare Event Detection,"RED","YC210203S-",Ch1Unknown,"N1","Manual",0.66,One-Step RT-ddPCR Kit for Probes,13.2,,,1.17,0.33,10,17764,9,1,0,17764,0.596,17774,,,,,,,,1.1,,,2.1,0.1,53,,,76,30,1,1,7495,12173,3856.5,3861.2,"Rare Event Detection Experiment",,,,0.89,0.47,,,,,,,1.6,0.6,,,64,41,
"G09",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.24,0,0,14769,0,0,0,14769,0,14769,,,,,,,,,,,,,,,,,,1,1,7495,0,3602.1,3602.1,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","YC210115S",Ch1Unknown,"N1","Manual",2.3,One-Step RT-ddPCR Kit for Probes,46,,,3.4,1.6,26,13025,26,0,0,13025,2.35,13051,,,,,,,,1,,,1.5,0.5,50,,,64,36,1,1,7495,12287,3725.9,3742.9,"Rare Event Detection Experiment",,,,2.84,1.92,,,,,,,1.28,0.72,,,57,43,
"H02",Rare Event Detection,"RED","YC210115S",Ch1Unknown,"N1","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,7495,0,0,0,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
