Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"A11",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.22,0,0,16128,0,0,0,16128,0,16128,,,,,,,,,,,,,,,,,,1,1,5932,0,2673.4,2673.4,"Rare Event Detection Experiment",,,,0.1,0,,,,,,,,,,,,,
"B01",Rare Event Detection,"RED","26YC201027S",Ch1Unknown,"BCoV","Manual",3.5,One-Step RT-ddPCR Kit for Probes,70,,,4.6,2.7,54,17960,2,52,857,17103,0,18014,,,,,,,,0.061,,,0.078,0.044,5.8,,,7.3,4.3,1,1,5932,9622.3,2796.8,2817.2,"Rare Event Detection Experiment",,,,4.03,3.07,,,,,,,0.07,0.053,,,6.6,5,
"B02",Rare Event Detection,"RED","26YC201027S",Ch1Unknown,"BCoV","Manual",3.6,One-Step RT-ddPCR Kit for Probes,72,,,4.8,2.7,49,15823,2,47,742,15081,0,15872,,,,,,,,0.064,,,0.083,0.046,6.1,,,7.7,4.4,1,1,5932,9473.1,2754.3,2775,"Rare Event Detection Experiment",,,,4.2,3.1,,,,,,,0.074,0.055,,,6.9,5.2,
"B03",Rare Event Detection,"RED","26YC201027S-",Ch1Unknown,"BCoV","Manual",2.8,One-Step RT-ddPCR Kit for Probes,56,,,3.7,2,40,16926,2,38,665,16261,0.0309,16966,,,,,,,,0.059,,,0.078,0.04,5.6,,,7.2,3.9,1,1,5932,9433.7,2765.5,2781.3,"Rare Event Detection Experiment",,,,3.24,2.36,,,,,,,0.068,0.049,,,6.4,4.7,
"B04",Rare Event Detection,"RED","26YC201027S-",Ch1Unknown,"BCoV","Manual",2.8,One-Step RT-ddPCR Kit for Probes,56,,,3.7,2,44,18705,2,42,764,17941,0.0133,18749,,,,,,,,0.056,,,0.074,0.039,5.3,,,6.9,3.8,1,1,5932,9230.5,2685.2,2700.6,"Rare Event Detection Experiment",,,,3.2,2.37,,,,,,,0.065,0.048,,,6.1,4.6,
"B05",Rare Event Detection,"RED","26YC201123S",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16698,0,0,0,16698,0,16698,,,,,,,,,,,,,,,,,,1,1,5932,0,2723.6,2723.6,"Rare Event Detection Experiment",,,,0.096,0,,,,,,,,,,,,,
"B06",Rare Event Detection,"RED","26YC201123S",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.17,0,0,20843,0,0,2,20841,0,20843,,,,,,,,,,,,,,,,,,1,1,5932,0,2797.9,2797.9,"Rare Event Detection Experiment",,,,0.077,0,,,,,,,,,,,,,
"B07",Rare Event Detection,"RED","26YC201123S-",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17920,0,0,0,17920,0,17920,,,,,,,,,,,,,,,,,,1,1,5932,0,2731.2,2731.2,"Rare Event Detection Experiment",,,,0.09,0,,,,,,,,,,,,,
"B08",Rare Event Detection,"RED","26YC201123S-",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18803,0,0,1,18802,0,18803,,,,,,,,,,,,,,,,,,1,1,5932,0,2654.2,2654.2,"Rare Event Detection Experiment",,,,0.086,0,,,,,,,,,,,,,
"B09",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"BCoV","Manual",9.2,One-Step RT-ddPCR Kit for Probes,184,,,10.7,7.8,164,20784,164,0,20784,0,0,20948,,,,,,,,,,,,,,,,,,1,1,5932,9479.6,2774.8,2827.3,"Rare Event Detection Experiment",,,,10,8.5,,,,,,,,,,,,,
"B10",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"BCoV","Manual",0.13,One-Step RT-ddPCR Kit for Probes,2.6,,,0.42,0.02,2,18048,0,2,9,18039,0,18050,,,,,,,,,,,,,,,,,,1,1,5932,9573,2764.3,2765.1,"Rare Event Detection Experiment",,,,0.25,0.06,,,,,,,,,,,,,
"B11",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.18,0,0,19250,0,0,0,19250,0,19250,,,,,,,,,,,,,,,,,,1,1,5932,0,2743.6,2743.6,"Rare Event Detection Experiment",,,,0.084,0,,,,,,,,,,,,,
"C01",Rare Event Detection,"RED","26YC201028S",Ch1Unknown,"BCoV","Manual",4.9,One-Step RT-ddPCR Kit for Probes,98,,,6.2,3.8,64,15390,2,62,701,14689,0,15454,,,,,,,,0.089,,,0.112,0.066,8.2,,,10.1,6.3,1,1,5932,9678,2851.5,2879.8,"Rare Event Detection Experiment",,,,5.5,4.3,,,,,,,0.101,0.078,,,9.2,7.2,
"C02",Rare Event Detection,"RED","26YC201028S",Ch1Unknown,"BCoV","Manual",5,One-Step RT-ddPCR Kit for Probes,100,,,6.4,3.9,65,15179,5,60,709,14470,0.159,15244,,,,,,,,0.089,,,0.112,0.066,8.2,,,10.1,6.3,1,1,5932,9690.6,2774.4,2803.9,"Rare Event Detection Experiment",,,,5.7,4.4,,,,,,,0.101,0.078,,,9.2,7.2,
"C03",Rare Event Detection,"RED","26YC201028S-",Ch1Unknown,"BCoV","Manual",3.4,One-Step RT-ddPCR Kit for Probes,68,,,4.4,2.6,52,17917,8,44,808,17109,0.388,17969,,,,,,,,0.062,,,0.08,0.045,5.9,,,7.4,4.3,1,1,5932,9538.2,2780.4,2799.9,"Rare Event Detection Experiment",,,,3.9,2.96,,,,,,,0.071,0.053,,,6.7,5.1,
"C04",Rare Event Detection,"RED","26YC201028S-",Ch1Unknown,"BCoV","Manual",3.4,One-Step RT-ddPCR Kit for Probes,68,,,4.5,2.5,44,15143,1,43,635,14508,0,15187,,,,,,,,0.068,,,0.089,0.047,6.4,,,8.2,4.5,1,1,5932,9138.2,2690.3,2708.9,"Rare Event Detection Experiment",,,,4,2.9,,,,,,,0.078,0.057,,,7.3,5.4,
"C05",Rare Event Detection,"RED","26YC201124S",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18940,0,0,1,18939,0,18940,,,,,,,,,,,,,,,,,,1,1,5932,0,2777.6,2777.6,"Rare Event Detection Experiment",,,,0.085,0,,,,,,,,,,,,,
"C06",Rare Event Detection,"RED","26YC201124S",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17782,0,0,0,17782,0,17782,,,,,,,,,,,,,,,,,,1,1,5932,0,2785.9,2785.9,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"C07",Rare Event Detection,"RED","26YC201124S-",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18841,0,0,0,18841,0,18841,,,,,,,,,,,,,,,,,,1,1,5932,0,2735.5,2735.5,"Rare Event Detection Experiment",,,,0.085,0,,,,,,,,,,,,,
"C08",Rare Event Detection,"RED","26YC201124S-",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,18027,0,0,0,18027,0,18027,,,,,,,,,,,,,,,,,,1,1,5932,0,2681.8,2681.8,"Rare Event Detection Experiment",,,,0.089,0,,,,,,,,,,,,,
"C09",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"BCoV","Manual",7.6,One-Step RT-ddPCR Kit for Probes,152,,,9.2,6.1,93,14403,93,0,14403,0,0,14496,,,,,,,,,,,,,,,,,,1,1,5932,9392.5,2805.9,2848.1,"Rare Event Detection Experiment",,,,8.4,6.8,,,,,,,,,,,,,
"C10",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.16,0,0,22008,0,0,1,22007,0,22008,,,,,,,,,,,,,,,,,,1,1,5932,0,2783.7,2783.7,"Rare Event Detection Experiment",,,,0.073,0,,,,,,,,,,,,,
"C11",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16829,0,0,2,16827,0,16829,,,,,,,,,,,,,,,,,,1,1,5932,0,2788.4,2788.4,"Rare Event Detection Experiment",,,,0.096,0,,,,,,,,,,,,,
"D01",Rare Event Detection,"RED","26YC201029S",Ch1Unknown,"BCoV","Manual",3.6,One-Step RT-ddPCR Kit for Probes,72,,,4.8,2.7,47,15266,2,45,661,14605,0,15313,,,,,,,,0.069,,,0.09,0.049,6.5,,,8.3,4.7,1,1,5932,9742.6,2862.9,2884,"Rare Event Detection Experiment",,,,4.2,3.1,,,,,,,0.08,0.059,,,7.4,5.6,
"D02",Rare Event Detection,"RED","26YC201029S",Ch1Unknown,"BCoV","Manual",3.9,One-Step RT-ddPCR Kit for Probes,78,,,5.1,2.9,49,14685,1,48,597,14088,0,14734,,,,,,,,0.08,,,0.104,0.057,7.4,,,9.5,5.4,1,1,5932,9710.3,2840.9,2863.8,"Rare Event Detection Experiment",,,,4.5,3.4,,,,,,,0.092,0.068,,,8.5,6.4,
"D03",Rare Event Detection,"RED","26YC201029S-",Ch1Unknown,"BCoV","Manual",3,One-Step RT-ddPCR Kit for Probes,60,,,4,2.2,45,17660,1,44,666,16994,0,17705,,,,,,,,0.066,,,0.086,0.046,6.2,,,8,4.4,1,1,5932,9624.3,2800.1,2817.4,"Rare Event Detection Experiment",,,,3.46,2.57,,,,,,,0.076,0.056,,,7.1,5.3,
"D04",Rare Event Detection,"RED","26YC201029S-",Ch1Unknown,"BCoV","Manual",2.5,One-Step RT-ddPCR Kit for Probes,50,,,3.4,1.8,37,17458,1,36,674,16784,0,17495,,,,,,,,0.054,,,0.072,0.036,5.1,,,6.7,3.5,1,1,5932,9135.6,2683.8,2697.4,"Rare Event Detection Experiment",,,,2.92,2.1,,,,,,,0.063,0.045,,,5.9,4.3,
"D05",Rare Event Detection,"RED","26YC201125S",Ch1Unknown,"BCoV","Manual",0.08,One-Step RT-ddPCR Kit for Probes,1.6,,,0.38,0,1,14753,1,0,2,14751,0.0797,14754,,,,,,,,0.3,,,1.2,0,25,,,75,0,1,1,5932,6181.3,2822.6,2822.9,"Rare Event Detection Experiment",,,,0.2,0.02,,,,,,,0.75,0,,,49,1,
"D06",Rare Event Detection,"RED","26YC201125S",Ch1Unknown,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18497,0,0,0,18497,0,18497,,,,,,,,,,,,,,,,,,1,1,5932,0,2847.3,2847.3,"Rare Event Detection Experiment",,,,0.087,0,,,,,,,,,,,,,
"D07",Rare Event Detection,"RED","26YC201125S-",Ch1Unknown,"BCoV","Manual",3.6,One-Step RT-ddPCR Kit for Probes,72,,,4.7,2.7,54,17602,3,51,709,16893,0.0573,17656,,,,,,,,0.074,,,0.095,0.054,6.9,,,8.7,5.1,1,1,5932,9251.7,2734.6,2754.6,"Rare Event Detection Experiment",,,,4.12,3.14,,,,,,,0.085,0.064,,,7.8,6,
"D08",Rare Event Detection,"RED","26YC201125S-",Ch1Unknown,"BCoV","Manual",3.6,One-Step RT-ddPCR Kit for Probes,72,,,4.7,2.6,45,14760,3,42,612,14148,0.094,14805,,,,,,,,0.072,,,0.094,0.05,6.7,,,8.6,4.8,1,1,5932,9218.9,2691.4,2711.3,"Rare Event Detection Experiment",,,,4.1,3.1,,,,,,,0.083,0.061,,,7.7,5.7,
"D09",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"BCoV","Manual",10.4,One-Step RT-ddPCR Kit for Probes,208,,,12.1,8.7,142,16039,142,0,16039,0,0,16181,,,,,,,,,,,,,,,,,,1,1,5932,9244,2844.9,2901,"Rare Event Detection Experiment",,,,11.2,9.5,,,,,,,,,,,,,
"D10",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18266,0,0,2,18264,0,18266,,,,,,,,,,,,,,,,,,1,1,5932,0,2779.2,2779.2,"Rare Event Detection Experiment",,,,0.088,0,,,,,,,,,,,,,
"D11",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.26,0,0,13697,0,0,3,13694,0,13697,,,,,,,,,,,,,,,,,,1,1,5932,0,2767.3,2767.3,"Rare Event Detection Experiment",,,,0.12,0,,,,,,,,,,,,,
"E01",Rare Event Detection,"RED","26YC201030S",Ch1Unknown,"BCoV","Manual",4.3,One-Step RT-ddPCR Kit for Probes,86,,,5.5,3.4,62,16744,19,43,5675,11069,0,16806,,,,,,,,0.0089,,,0.0112,0.0067,0.89,,,1.11,0.66,1,1,5932,9855.5,2818.7,2844.7,"Rare Event Detection Experiment",,,,4.9,3.8,,,,,,,0.0101,0.0078,,,1,0.77,
"E02",Rare Event Detection,"RED","26YC201030S",Ch1Unknown,"BCoV","Manual",3.8,One-Step RT-ddPCR Kit for Probes,76,,,5,2.9,53,16261,22,31,5437,10824,0.464,16314,,,,,,,,0.008,,,0.0102,0.0058,0.79,,,1.01,0.58,1,1,5932,10018,2861.7,2884.9,"Rare Event Detection Experiment",,,,4.4,3.3,,,,,,,0.0091,0.0069,,,0.9,0.68,
"E03",Rare Event Detection,"RED","26YC201030S-",Ch1Unknown,"BCoV","Manual",1.4,One-Step RT-ddPCR Kit for Probes,28,,,2.1,0.9,21,17585,2,19,3106,14479,0,17606,,,,,,,,0.0061,,,0.0088,0.0035,0.61,,,0.87,0.35,1,1,5932,9523.4,2755.5,2763.5,"Rare Event Detection Experiment",,,,1.73,1.12,,,,,,,0.0075,0.0048,,,0.74,0.48,
"E04",Rare Event Detection,"RED","26YC201030S-",Ch1Unknown,"BCoV","Manual",1.9,One-Step RT-ddPCR Kit for Probes,38,,,2.8,1.3,24,14539,1,23,2525,12014,0,14563,,,,,,,,0.0087,,,0.0122,0.0051,0.86,,,1.2,0.51,1,1,5932,9286.2,2729.9,2740.7,"Rare Event Detection Experiment",,,,2.36,1.57,,,,,,,0.0104,0.0069,,,1.03,0.68,
"E05",Rare Event Detection,"RED","26YC201130S",Ch1Unknown,"BCoV","Manual",6.2,One-Step RT-ddPCR Kit for Probes,124,,,7.5,5,88,16774,8,80,1426,15348,0.0396,16862,,,,,,,,0.059,,,0.072,0.046,5.6,,,6.7,4.4,1,1,5932,9709.3,2861.2,2896.9,"Rare Event Detection Experiment",,,,6.8,5.5,,,,,,,0.065,0.052,,,6.1,5,
"E06",Rare Event Detection,"RED","26YC201130S",Ch1Unknown,"BCoV","Manual",4.1,One-Step RT-ddPCR Kit for Probes,82,,,5.2,3.1,59,17010,6,53,1429,15581,0.0785,17069,,,,,,,,0.039,,,0.05,0.029,3.8,,,4.7,2.8,1,1,5932,9515.1,2764.9,2788.3,"Rare Event Detection Experiment",,,,4.6,3.6,,,,,,,0.045,0.034,,,4.28,3.31,
"E07",Rare Event Detection,"RED","26YC201130S-",Ch1Unknown,"BCoV","Manual",4.3,One-Step RT-ddPCR Kit for Probes,86,,,5.5,3.3,56,15343,5,51,1202,14141,0.0508,15399,,,,,,,,0.045,,,0.057,0.033,4.3,,,5.4,3.2,1,1,5932,9431.3,2772.3,2796.5,"Rare Event Detection Experiment",,,,4.9,3.7,,,,,,,0.051,0.039,,,4.8,3.7,
"E08",Rare Event Detection,"RED","26YC201130S-",Ch1Unknown,"BCoV","Manual",3.2,One-Step RT-ddPCR Kit for Probes,64,,,4.2,2.4,54,19671,4,50,1616,18055,0,19725,,,,,,,,0.032,,,0.041,0.023,3.1,,,3.9,2.3,1,1,5932,9380.4,2719,2737.2,"Rare Event Detection Experiment",,,,3.68,2.81,,,,,,,0.0364,0.0276,,,3.51,2.69,
"E09",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"BCoV","Manual",6.7,One-Step RT-ddPCR Kit for Probes,134,,,7.9,5.4,111,19561,111,0,19561,0,0,19672,,,,,,,,,,,,,,,,,,1,1,5932,9177.3,2794.2,2830.2,"Rare Event Detection Experiment",,,,7.3,6,,,,,,,,,,,,,
"E10",Rare Event Detection,"RED","BCoV 1",Ch1Positive Control,"BCoV","Manual",3430,One-Step RT-ddPCR Kit for Probes,68600,,,3500,3370,19330,1105,0,19330,0,1105,0,20435,,,,,,,,,,,,,,,,,,1,1,5932,9793.3,2749.5,9412.4,"Rare Event Detection Experiment",,,,3467,3398,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","26YC201109S",Ch1Unknown,"BCoV","Manual",4.4,One-Step RT-ddPCR Kit for Probes,88,,,5.5,3.4,68,18244,2,66,747,17497,0,18312,,,,,,,,0.089,,,0.111,0.067,8.2,,,10.1,6.3,1,1,5932,9612.3,2802.3,2827.6,"Rare Event Detection Experiment",,,,4.9,3.9,,,,,,,0.1,0.078,,,9.1,7.2,
"F02",Rare Event Detection,"RED","26YC201109S",Ch1Unknown,"BCoV","Manual",4.6,One-Step RT-ddPCR Kit for Probes,92,,,5.9,3.5,57,14677,3,54,593,14084,0.058,14734,,,,,,,,0.094,,,0.12,0.068,8.6,,,10.7,6.4,1,1,5932,9780.2,2827,2853.9,"Rare Event Detection Experiment",,,,5.2,4,,,,,,,0.107,0.081,,,9.7,7.5,
"F03",Rare Event Detection,"RED","26YC201109S-",Ch1Unknown,"BCoV","Manual",3.5,One-Step RT-ddPCR Kit for Probes,70,,,4.6,2.6,47,15810,2,45,574,15236,0.0226,15857,,,,,,,,0.08,,,0.104,0.056,7.4,,,9.5,5.4,1,1,5932,9606.8,2809.6,2829.8,"Rare Event Detection Experiment",,,,4,3,,,,,,,0.092,0.068,,,8.5,6.4,
"F04",Rare Event Detection,"RED","26YC201109S-",Ch1Unknown,"BCoV","Manual",3.3,One-Step RT-ddPCR Kit for Probes,66,,,4.2,2.5,54,19431,3,51,654,18777,0.0739,19485,,,,,,,,0.081,,,0.103,0.058,7.5,,,9.4,5.6,1,1,5932,9376.1,2710.8,2729.3,"Rare Event Detection Experiment",,,,3.73,2.84,,,,,,,0.092,0.069,,,8.5,6.5,
"F05",Rare Event Detection,"RED","26YC201214S",Ch1Unknown,"BCoV","Manual",3.5,One-Step RT-ddPCR Kit for Probes,70,,,4.5,2.6,52,17467,3,49,1006,16461,0.000363,17519,,,,,,,,0.05,,,0.064,0.036,4.8,,,6,3.5,1,1,5932,9666.3,2831.3,2851.6,"Rare Event Detection Experiment",,,,4,3.04,,,,,,,0.057,0.043,,,5.4,4.1,
"F06",Rare Event Detection,"RED","26YC201214S",Ch1Unknown,"BCoV","Manual",3.9,One-Step RT-ddPCR Kit for Probes,78,,,5,2.9,52,15854,4,48,847,15007,0.0955,15906,,,,,,,,0.06,,,0.076,0.043,5.6,,,7.1,4.1,1,1,5932,9676.4,2845.8,2868.1,"Rare Event Detection Experiment",,,,4.4,3.3,,,,,,,0.068,0.051,,,6.4,4.9,
"F07",Rare Event Detection,"RED","26YC201214S-",Ch1Unknown,"BCoV","Manual",3.7,One-Step RT-ddPCR Kit for Probes,74,,,4.7,2.8,55,17588,3,52,967,16621,0,17643,,,,,,,,0.055,,,0.07,0.04,5.2,,,6.6,3.9,1,1,5932,9493.7,2743.1,2764.2,"Rare Event Detection Experiment",,,,4.19,3.2,,,,,,,0.063,0.048,,,5.9,4.5,
"F08",Rare Event Detection,"RED","26YC201214S-",Ch1Unknown,"BCoV","Manual",4.3,One-Step RT-ddPCR Kit for Probes,86,,,5.4,3.3,67,18496,1,66,1005,17491,0,18563,,,,,,,,0.065,,,0.081,0.049,6.1,,,7.5,4.7,1,1,5932,9453.1,2741.2,2765.4,"Rare Event Detection Experiment",,,,4.8,3.8,,,,,,,0.073,0.057,,,6.8,5.4,
"F09",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"BCoV","Manual",6.4,One-Step RT-ddPCR Kit for Probes,128,,,7.8,5.1,89,16390,89,0,16390,0,0,16479,,,,,,,,,,,,,,,,,,1,1,5932,9375.8,2802.7,2838.2,"Rare Event Detection Experiment",,,,7.1,5.7,,,,,,,,,,,,,
"F10",Rare Event Detection,"RED","BCoV 1",Ch1Positive Control,"BCoV","Manual",3430,One-Step RT-ddPCR Kit for Probes,68600,,,3510,3360,15390,878,2,15388,0,878,0.145,16268,,,,,,,,,,,,,,,,,,1,1,5932,9974.8,2806.8,9588,"Rare Event Detection Experiment",,,,3474,3396,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","26YC201110S",Ch1Unknown,"BCoV","Manual",3.9,One-Step RT-ddPCR Kit for Probes,78,,,5.1,2.9,52,15682,3,49,632,15050,0.0705,15734,,,,,,,,0.08,,,0.103,0.058,7.4,,,9.4,5.5,1,1,5932,9655,2784.7,2807.5,"Rare Event Detection Experiment",,,,4.5,3.4,,,,,,,0.092,0.069,,,8.4,6.4,
"G02",Rare Event Detection,"RED","26YC201110S",Ch1Unknown,"BCoV","Manual",4.5,One-Step RT-ddPCR Kit for Probes,90,,,5.8,3.4,55,14310,2,53,629,13681,0,14365,,,,,,,,0.085,,,0.109,0.062,7.9,,,9.9,5.9,1,1,5932,9689.4,2848.2,2874.4,"Rare Event Detection Experiment",,,,5.1,3.9,,,,,,,0.097,0.073,,,8.9,6.9,
"G03",Rare Event Detection,"RED","26YC201110S-",Ch1Unknown,"BCoV","Manual",3.5,One-Step RT-ddPCR Kit for Probes,70,,,4.5,2.7,56,18700,2,54,872,17828,0,18756,,,,,,,,0.063,,,0.08,0.046,5.9,,,7.4,4.4,1,1,5932,9617.8,2819.7,2840,"Rare Event Detection Experiment",,,,4.01,3.07,,,,,,,0.071,0.054,,,6.7,5.1,
