Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"F11",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"PMMoV","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,1,1,1056,0,0,0,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","YC201102S",Ch1Unknown,"PMMoV","Manual",76,One-Step RT-ddPCR Kit for Probes,1520,,,81,70,857,12923,,,,,,13780,,,,,,,,,,,,,,,,,,1,1,1056,2899.3,778.82,910.7,"Rare Event Detection Experiment",,,,78.1,73,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","YC201102S",Ch1Unknown,"PMMoV","Manual",79.3,One-Step RT-ddPCR Kit for Probes,1586,,,84.3,74.4,985,14122,,,,,,15107,,,,,,,,,,,,,,,,,,1,1,1056,2898.3,794.21,931.4,"Rare Event Detection Experiment",,,,81.9,76.8,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","YC201102S-",Ch1Unknown,"PMMoV","Manual",49.6,One-Step RT-ddPCR Kit for Probes,992,,,54,45.2,491,11398,,,,,,11889,,,,,,,,,,,,,,,,,,1,1,1056,2843.6,806.61,890.73,"Rare Event Detection Experiment",,,,51.9,47.4,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","YC201102S-",Ch1Unknown,"PMMoV","Manual",47.7,One-Step RT-ddPCR Kit for Probes,954,,,51.7,43.7,548,13249,,,,,,13797,,,,,,,,,,,,,,,,,,1,1,1056,2726.1,770.95,848.61,"Rare Event Detection Experiment",,,,49.7,45.6,,,,,,,,,,,,,
"G05",Rare Event Detection,"RED","YC201118S",Ch1Unknown,"PMMoV","Manual",41.6,One-Step RT-ddPCR Kit for Probes,832,,,45.3,38,510,14158,,,,,,14668,,,,,,,,,,,,,,,,,,1,1,1056,2744.6,804.46,871.92,"Rare Event Detection Experiment",,,,43.5,39.8,,,,,,,,,,,,,
"G06",Rare Event Detection,"RED","YC201118S",Ch1Unknown,"PMMoV","Manual",42.8,One-Step RT-ddPCR Kit for Probes,856,,,46.4,39.1,525,14184,,,,,,14709,,,,,,,,,,,,,,,,,,1,1,1056,2663.7,810.11,876.27,"Rare Event Detection Experiment",,,,44.6,40.9,,,,,,,,,,,,,
"G07",Rare Event Detection,"RED","YC201118S-",Ch1Unknown,"PMMoV","Manual",63.8,One-Step RT-ddPCR Kit for Probes,1276,,,68.5,59.2,730,13097,,,,,,13827,,,,,,,,,,,,,,,,,,1,1,1056,2624.3,825.13,920.12,"Rare Event Detection Experiment",,,,66.2,61.5,,,,,,,,,,,,,
"G08",Rare Event Detection,"RED","YC201118S-",Ch1Unknown,"PMMoV","Manual",69.3,One-Step RT-ddPCR Kit for Probes,1386,,,73.8,64.7,900,14841,,,,,,15741,,,,,,,,,,,,,,,,,,1,1,1056,2730,808.23,918.11,"Rare Event Detection Experiment",,,,71.6,67,,,,,,,,,,,,,
"G09",Rare Event Detection,"RED","YC201204S",Ch1Unknown,"PMMoV","Manual",84,One-Step RT-ddPCR Kit for Probes,1680,,,89,79,1007,13644,,,,,,14651,,,,,,,,,,,,,,,,,,1,1,1056,2872.8,806.36,948.39,"Rare Event Detection Experiment",,,,86.4,81.1,,,,,,,,,,,,,
"G10",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"PMMoV","CHECK",No Call,One-Step RT-ddPCR Kit for Probes,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,"Rare Event Detection Experiment",,,,,,,,,,,,,,,,,,
"G11",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"PMMoV","Manual",0.9,One-Step RT-ddPCR Kit for Probes,18,,,1.6,0.5,11,14294,,,,,,14305,,,,,,,,,,,,,,,,,,1,1,1056,3246.4,794.38,796.26,"Rare Event Detection Experiment",,,,1.21,0.66,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","YC201103S",Ch1Unknown,"PMMoV","Manual",57.7,One-Step RT-ddPCR Kit for Probes,1154,,,62.7,52.8,528,10497,,,,,,11025,,,,,,,,,,,,,,,,,,1,1,1056,2918.4,819.72,920.23,"Rare Event Detection Experiment",,,,60.3,55.2,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","YC201103S",Ch1Unknown,"PMMoV","Manual",65.8,One-Step RT-ddPCR Kit for Probes,1316,,,70.5,61.2,785,13637,,,,,,14422,,,,,,,,,,,,,,,,,,1,1,1056,2912.6,788.84,904.44,"Rare Event Detection Experiment",,,,68.2,63.5,,,,,,,,,,,,,
"H03",Rare Event Detection,"RED","YC201103S-",Ch1Unknown,"PMMoV","Manual",55.8,One-Step RT-ddPCR Kit for Probes,1116,,,60.2,51.5,634,13047,,,,,,13681,,,,,,,,,,,,,,,,,,1,1,1056,2885.2,853.29,947.46,"Rare Event Detection Experiment",,,,58,53.6,,,,,,,,,,,,,
"H04",Rare Event Detection,"RED","YC201103S-",Ch1Unknown,"PMMoV","Manual",61.1,One-Step RT-ddPCR Kit for Probes,1222,,,65.7,56.6,703,13179,,,,,,13882,,,,,,,,,,,,,,,,,,1,1,1056,2852.4,782.91,887.71,"Rare Event Detection Experiment",,,,63.4,58.8,,,,,,,,,,,,,
"H05",Rare Event Detection,"RED","YC201119S",Ch1Unknown,"PMMoV","Manual",58,One-Step RT-ddPCR Kit for Probes,1160,,,62.6,53.5,620,12266,,,,,,12886,,,,,,,,,,,,,,,,,,1,1,1056,2985.2,817.4,921.7,"Rare Event Detection Experiment",,,,60.3,55.7,,,,,,,,,,,,,
"H06",Rare Event Detection,"RED","YC201119S",Ch1Unknown,"PMMoV","Manual",52.4,One-Step RT-ddPCR Kit for Probes,1048,,,56.6,48.3,617,13534,,,,,,14151,,,,,,,,,,,,,,,,,,1,1,1056,2841.5,806.01,894.75,"Rare Event Detection Experiment",,,,54.6,50.3,,,,,,,,,,,,,
"H07",Rare Event Detection,"RED","YC201119S-",Ch1Unknown,"PMMoV","Manual",57.8,One-Step RT-ddPCR Kit for Probes,1156,,,62.1,53.4,685,13614,,,,,,14299,,,,,,,,,,,,,,,,,,1,1,1056,2752.9,791.95,885.89,"Rare Event Detection Experiment",,,,60,55.5,,,,,,,,,,,,,
"H08",Rare Event Detection,"RED","YC201119S-",Ch1Unknown,"PMMoV","Manual",55.6,One-Step RT-ddPCR Kit for Probes,1112,,,60.3,51,548,11323,,,,,,11871,,,,,,,,,,,,,,,,,,1,1,1056,2789.5,763.86,857.37,"Rare Event Detection Experiment",,,,58,53.2,,,,,,,,,,,,,
"H09",Rare Event Detection,"RED","YC201204S-",Ch1Unknown,"PMMoV","Manual",59.8,One-Step RT-ddPCR Kit for Probes,1196,,,64.2,55.4,707,13570,,,,,,14277,,,,,,,,,,,,,,,,,,1,1,1056,2904.8,801.5,905.66,"Rare Event Detection Experiment",,,,62,57.5,,,,,,,,,,,,,
"H10",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,12459,0,,,,,,12459,,,,,,,,,,,,,,,,,,1,1,1056,4881.7,0,4881.7,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"H11",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",1.6,One-Step RT-ddPCR Kit for Probes,32,,,2.3,1,20,15154,,,,,,15174,,,,,,,,,,,,,,,,,,1,1,1056,3159.8,792.23,795.35,"Rare Event Detection Experiment",,,,1.92,1.23,,,,,,,,,,,,,
