Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"C01",Rare Event Detection,"RED","YC210325S-",Ch1Unknown,"BCoV","Manual",3.2,One-Step RT-ddPCR Kit for Probes,64,,,4.2,2.3,40,14882,5,35,338,14544,0.33,14922,,,,,,,,0.115,,,0.153,0.077,10.3,,,13.4,7.3,1,1,3230,9239,2735.8,2753.2,"Rare Event Detection Experiment",,,,3.68,2.69,,,,,,,0.135,0.096,,,11.9,8.8,
"C02",Rare Event Detection,"RED","YC210325S-",Ch1Unknown,"BCoV","Manual",3,One-Step RT-ddPCR Kit for Probes,60,,,4,2.2,44,17194,1,43,389,16805,0.000317,17238,,,,,,,,0.112,,,0.147,0.077,10,,,12.9,7.2,1,1,3230,9048.2,2725.3,2741.4,"Rare Event Detection Experiment",,,,3.48,2.58,,,,,,,0.129,0.094,,,11.5,8.6,
"C03",Rare Event Detection,"RED","YC210325S-",Ch1Unknown,"BCoV","Manual",3.5,One-Step RT-ddPCR Kit for Probes,70,,,4.5,2.6,53,17818,0,53,402,17416,0,17871,,,,,,,,0.131,,,0.168,0.093,11.5,,,14.5,8.6,1,1,3230,9322.4,2736.8,2756.4,"Rare Event Detection Experiment",,,,4,3.04,,,,,,,0.15,0.112,,,13,10.1,
"C04",Rare Event Detection,"RED","YC210325S-",Ch1Unknown,"BCoV","Manual",3.1,One-Step RT-ddPCR Kit for Probes,62,,,4.1,2.2,44,16854,0,44,387,16467,0,16898,,,,,,,,0.113,,,0.148,0.077,10.1,,,13,7.3,1,1,3230,9164,2754.6,2771.3,"Rare Event Detection Experiment",,,,3.55,2.63,,,,,,,0.13,0.095,,,11.6,8.7,
"D01",Rare Event Detection,"RED","YC210326S",Ch1Unknown,"BCoV","Manual",0.06,One-Step RT-ddPCR Kit for Probes,1.2,,,0.3,0,1,18872,0,1,1,18871,0,18873,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,3230,3447.7,2721.4,2721.5,"Rare Event Detection Experiment",,,,0.16,0.02,,,,,,,2.6,0,,,89,11,
"D02",Rare Event Detection,"RED","YC210326S",Ch1Unknown,"BCoV","Manual",0.14,One-Step RT-ddPCR Kit for Probes,2.8,,,0.44,0.02,2,17228,0,2,0,17228,0,17230,,,,,,,,,,,,,,,,,,1,1,3230,3550,2706.4,2706.5,"Rare Event Detection Experiment",,,,0.26,0.06,,,,,,,,,,,,,
"D03",Rare Event Detection,"RED","YC210326S-",Ch1Unknown,"BCoV","Manual",3.4,One-Step RT-ddPCR Kit for Probes,68,,,4.5,2.5,48,16498,4,44,540,15958,0.179,16546,,,,,,,,0.087,,,0.113,0.061,8,,,10.2,5.8,1,1,3230,9232.6,2660,2679.1,"Rare Event Detection Experiment",,,,3.93,2.95,,,,,,,0.1,0.074,,,9.1,6.9,
"D04",Rare Event Detection,"RED","YC210326S-",Ch1Unknown,"BCoV","Manual",3.1,One-Step RT-ddPCR Kit for Probes,62,,,4.1,2.3,44,16650,1,43,499,16151,0,16694,,,,,,,,0.087,,,0.114,0.06,8,,,10.3,5.7,1,1,3230,9129.6,2821.4,2838,"Rare Event Detection Experiment",,,,3.6,2.66,,,,,,,0.1,0.073,,,9.1,6.8,
"E01",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"BCoV","Manual",8.3,One-Step RT-ddPCR Kit for Probes,166,,,9.8,6.8,117,16450,117,0,16450,0,0,16567,,,,,,,,,,,,,,,,,,1,1,3299,9620.7,2756.8,2805.3,"Rare Event Detection Experiment",,,,9.1,7.6,,,,,,,,,,,,,
"E02",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"BCoV","Manual",6.8,One-Step RT-ddPCR Kit for Probes,136,,,8.3,5.5,97,16688,97,0,16688,0,0,16785,,,,,,,,,,,,,,,,,,1,1,3230,9662.8,2766.8,2806.6,"Rare Event Detection Experiment",,,,7.5,6.2,,,,,,,,,,,,,
"E03",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"BCoV","Manual",0.15,One-Step RT-ddPCR Kit for Probes,3,,,0.48,0.02,2,15599,2,0,3,15596,0.151,15601,,,,,,,,,,,,,,,,,,1,1,3273,5170.1,2816.2,2816.5,"Rare Event Detection Experiment",,,,0.29,0.07,,,,,,,,,,,,,
"E04",Rare Event Detection,"RED","BCoV",Ch1Positive Control,"BCoV","Manual",309,One-Step RT-ddPCR Kit for Probes,6180,,,319,300,4003,13303,1,4002,0,13303,0.068,17306,,,,,,,,,,,,,,,,,,1,1,3230,9331.5,2765.8,4284.5,"Rare Event Detection Experiment",,,,314.4,304.6,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","POS 1",Ch1Positive Control,"BCoV","Manual",11.4,One-Step RT-ddPCR Kit for Probes,228,,,13.3,9.5,134,13784,134,0,13784,0,0,13918,,,,,,,,,,,,,,,,,,1,1,3407,10143,2927.3,2996.8,"Rare Event Detection Experiment",,,,12.4,10.4,,,,,,,,,,,,,
"F02",Rare Event Detection,"RED","POS 3",Ch1Positive Control,"BCoV","Manual",8.7,One-Step RT-ddPCR Kit for Probes,174,,,10.2,7.2,128,17198,128,0,17198,0,0,17326,,,,,,,,,,,,,,,,,,1,1,3230,9813.7,2803.8,2855.5,"Rare Event Detection Experiment",,,,9.5,8,,,,,,,,,,,,,
"F03",Rare Event Detection,"RED","NEG 2",Ch1Negative Control,"BCoV","Manual",0.07,One-Step RT-ddPCR Kit for Probes,1.4,,,0.31,0,1,17937,1,0,2,17935,0.0656,17938,,,,,,,,,,,,,,,,,,1,1,3230,3542.1,2757.3,2757.4,"Rare Event Detection Experiment",,,,0.16,0.02,,,,,,,,,,,,,
"F04",Rare Event Detection,"RED","BCoV",Ch1Positive Control,"BCoV","Manual",301,One-Step RT-ddPCR Kit for Probes,6020,,,312,291,3201,10966,0,3201,0,10966,0,14167,,,,,,,,,,,,,,,,,,1,1,3230,9199.5,2724.1,4187.2,"Rare Event Detection Experiment",,,,307,296,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"BCoV","Manual",9.3,One-Step RT-ddPCR Kit for Probes,186,,,10.9,7.8,136,17077,136,0,17077,0,0,17213,,,,,,,,,,,,,,,,,,1,1,3230,10055,2816.2,2873.4,"Rare Event Detection Experiment",,,,10.1,8.5,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17701,0,0,2,17699,0,17701,,,,,,,,,,,,,,,,,,1,1,3380,0,2832.5,2832.5,"Rare Event Detection Experiment",,,,0.091,0,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"BCoV","Manual",0.06,One-Step RT-ddPCR Kit for Probes,1.2,,,0.31,0,1,18329,0,1,1,18328,0,18330,,,,,,,,,,,,,,,,,,1,1,3230,3405.9,2731.8,2731.8,"Rare Event Detection Experiment",,,,0.16,0.02,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16641,0,0,0,16641,0,16641,,,,,,,,,,,,,,,,,,1,1,3230,0,2748.6,2748.6,"Rare Event Detection Experiment",,,,0.097,0,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","POS 2",Ch1Positive Control,"BCoV","Manual",8.5,One-Step RT-ddPCR Kit for Probes,170,,,10,7,127,17495,127,0,17494,1,8.51,17622,,,,,,,,,,,,,,,,,,1,1,3230,10151,2795.4,2848.4,"Rare Event Detection Experiment",,,,9.3,7.8,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","NEG 1",Ch1Negative Control,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18544,0,0,0,18544,0,18544,,,,,,,,,,,,,,,,,,1,1,3230,0,2682.1,2682.1,"Rare Event Detection Experiment",,,,0.087,0,,,,,,,,,,,,,
"H03",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"BCoV","Manual",0.27,One-Step RT-ddPCR Kit for Probes,5.4,,,0.63,0.08,4,17559,3,1,2,17557,0.201,17563,,,,,,,,,,,,,,,,,,1,1,3230,3764.3,2837.5,2837.7,"Rare Event Detection Experiment",,,,0.43,0.15,,,,,,,,,,,,,
"H04",Rare Event Detection,"RED","NTC",Ch1NTC,"BCoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18206,0,0,0,18206,0,18206,,,,,,,,,,,,,,,,,,1,1,3230,0,2624.5,2624.5,"Rare Event Detection Experiment",,,,0.088,0,,,,,,,,,,,,,
"A01",Rare Event Detection,"RED","YC210224S",Ch2Unknown,"PMMoV","Manual",28.8,One-Step RT-ddPCR Kit for Probes,576,,,31.5,26.1,440,17746,4,29,436,17717,0.213,18186,,,,,,,,0.074,,,0.101,0.048,6.9,,,9.2,4.6,1,1,2100,2828.6,1664.4,1692.6,"Rare Event Detection Experiment",,,,30.2,27.4,,,,,,,0.088,0.061,,,8.1,5.7,
"A02",Rare Event Detection,"RED","YC210224S",Ch2Unknown,"PMMoV","Manual",29.3,One-Step RT-ddPCR Kit for Probes,586,,,32.1,26.6,438,17354,1,58,437,17296,0,17792,,,,,,,,0.133,,,0.17,0.097,11.8,,,14.6,8.9,1,1,2100,2909.5,1725.4,1754.6,"Rare Event Detection Experiment",,,,30.7,27.9,,,,,,,0.152,0.115,,,13.2,10.3,
"A03",Rare Event Detection,"RED","YC210224S-",Ch2Unknown,"PMMoV","Manual",28.3,One-Step RT-ddPCR Kit for Probes,566,,,31,25.6,418,17169,0,44,418,17125,0,17587,,,,,,,,0.104,,,0.137,0.072,9.4,,,12.1,6.8,1,1,2100,2907.5,1662.5,1692.1,"Rare Event Detection Experiment",,,,29.7,26.9,,,,,,,0.121,0.088,,,10.8,8.1,
"A04",Rare Event Detection,"RED","YC210224S-",Ch2Unknown,"PMMoV","Manual",26,One-Step RT-ddPCR Kit for Probes,520,,,28.5,23.6,438,19582,3,49,435,19533,0.112,20020,,,,,,,,0.118,,,0.152,0.084,10.5,,,13.2,7.8,1,1,2100,2971,1710.5,1738,"Rare Event Detection Experiment",,,,27.3,24.8,,,,,,,0.135,0.1,,,11.9,9.1,
"A05",Rare Event Detection,"RED","NTC",Ch2NTC,"PMMoV","Manual",0.06,One-Step RT-ddPCR Kit for Probes,1.2,,,0.29,0,1,19423,0,0,1,19423,0,19424,,,,,,,,,,,,,,,,,,1,1,2100,2569.9,1638.6,1638.6,"Rare Event Detection Experiment",,,,0.15,0.02,,,,,,,,,,,,,
"B01",Rare Event Detection,"RED","YC210225S",Ch2Unknown,"PMMoV","Manual",29.6,One-Step RT-ddPCR Kit for Probes,592,,,32.4,26.8,432,16945,2,36,430,16909,0.0734,17377,,,,,,,,0.087,,,0.116,0.058,8,,,10.5,5.5,1,1,2100,2993.9,1737.8,1769,"Rare Event Detection Experiment",,,,31,28.2,,,,,,,0.102,0.072,,,9.2,6.8,
"B02",Rare Event Detection,"RED","YC210225S",Ch2Unknown,"PMMoV","Manual",29.2,One-Step RT-ddPCR Kit for Probes,584,,,32.1,26.3,397,15792,1,46,396,15746,0,16189,,,,,,,,0.117,,,0.153,0.082,10.5,,,13.3,7.6,1,1,2100,3056.4,1770.2,1801.7,"Rare Event Detection Experiment",,,,30.7,27.7,,,,,,,0.135,0.099,,,11.9,9,
"B03",Rare Event Detection,"RED","YC210225S-",Ch2Unknown,"PMMoV","Manual",30.8,One-Step RT-ddPCR Kit for Probes,616,,,33.7,27.9,435,16412,3,38,432,16374,0.139,16847,,,,,,,,0.093,,,0.123,0.063,8.5,,,11,6,1,1,2100,3125.5,1733.9,1769.8,"Rare Event Detection Experiment",,,,32.3,29.3,,,,,,,0.108,0.078,,,9.8,7.2,
"B04",Rare Event Detection,"RED","YC210225S-",Ch2Unknown,"PMMoV","Manual",32.7,One-Step RT-ddPCR Kit for Probes,654,,,35.5,29.9,526,18647,1,46,525,18601,0,19173,,,,,,,,0.088,,,0.115,0.062,8.1,,,10.3,5.9,1,1,2100,3050,1758.7,1794.1,"Rare Event Detection Experiment",,,,34.2,31.3,,,,,,,0.102,0.075,,,9.2,7,
"B05",Rare Event Detection,"RED","NTC",Ch2NTC,"PMMoV","Manual",0.19,One-Step RT-ddPCR Kit for Probes,3.8,,,0.49,0.04,3,18913,1,1,2,18912,0.0622,18916,,,,,,,,,,,,,,,,,,1,1,2100,2742.9,1740.9,1741.1,"Rare Event Detection Experiment",,,,0.32,0.1,,,,,,,,,,,,,
"C01",Rare Event Detection,"RED","YC210325S-",Ch2Unknown,"PMMoV","Manual",27.4,One-Step RT-ddPCR Kit for Probes,548,,,30.3,24.5,343,14579,5,35,338,14544,0.33,14922,,,,,,,,0.115,,,0.153,0.077,10.3,,,13.4,7.3,1,1,2100,3022.6,1745.9,1775.3,"Rare Event Detection Experiment",,,,28.8,25.9,,,,,,,0.135,0.096,,,11.9,8.8,
"C02",Rare Event Detection,"RED","YC210325S-",Ch2Unknown,"PMMoV","Manual",26.9,One-Step RT-ddPCR Kit for Probes,538,,,29.6,24.3,390,16848,1,43,389,16805,0.000317,17238,,,,,,,,0.112,,,0.147,0.077,10,,,12.9,7.2,1,1,2100,3073.1,1741.3,1771.4,"Rare Event Detection Experiment",,,,28.3,25.6,,,,,,,0.129,0.094,,,11.5,8.6,
"C03",Rare Event Detection,"RED","YC210325S-",Ch2Unknown,"PMMoV","Manual",26.8,One-Step RT-ddPCR Kit for Probes,536,,,29.4,24.2,402,17469,0,53,402,17416,0,17871,,,,,,,,0.131,,,0.168,0.093,11.5,,,14.5,8.6,1,1,2100,3147.8,1755,1786.3,"Rare Event Detection Experiment",,,,28.1,25.4,,,,,,,0.15,0.112,,,13,10.1,
"C04",Rare Event Detection,"RED","YC210325S-",Ch2Unknown,"PMMoV","Manual",27.3,One-Step RT-ddPCR Kit for Probes,546,,,30,24.5,387,16511,0,44,387,16467,0,16898,,,,,,,,0.113,,,0.148,0.077,10.1,,,13,7.3,1,1,2100,3200.5,1760.9,1793.9,"Rare Event Detection Experiment",,,,28.6,25.9,,,,,,,0.13,0.095,,,11.6,8.7,
"D01",Rare Event Detection,"RED","YC210326S",Ch2Unknown,"PMMoV","Manual",0.06,One-Step RT-ddPCR Kit for Probes,1.2,,,0.3,0,1,18872,0,1,1,18871,0,18873,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,2100,3033,1741.1,1741.1,"Rare Event Detection Experiment",,,,0.16,0.02,,,,,,,2.6,0,,,89,11,
"D02",Rare Event Detection,"RED","YC210326S",Ch2Unknown,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17230,0,2,0,17228,0,17230,,,,,,,,,,,,,,,,,,1,1,2100,0,1732.7,1732.7,"Rare Event Detection Experiment",,,,0.093,0,,,,,,,,,,,,,
"D03",Rare Event Detection,"RED","YC210326S-",Ch2Unknown,"PMMoV","Manual",39.3,One-Step RT-ddPCR Kit for Probes,786,,,42.6,36,544,16002,4,44,540,15958,0.179,16546,,,,,,,,0.087,,,0.113,0.061,8,,,10.2,5.8,1,1,2100,3304.1,1711.4,1763.8,"Rare Event Detection Experiment",,,,41,37.6,,,,,,,0.1,0.074,,,9.1,6.9,
"D04",Rare Event Detection,"RED","YC210326S-",Ch2Unknown,"PMMoV","Manual",35.8,One-Step RT-ddPCR Kit for Probes,716,,,38.9,32.6,500,16194,1,43,499,16151,0,16694,,,,,,,,0.087,,,0.114,0.06,8,,,10.3,5.7,1,1,2168,3278.1,1802,1846.2,"Rare Event Detection Experiment",,,,37.4,34.2,,,,,,,0.1,0.073,,,9.1,6.8,
"E01",Rare Event Detection,"RED","POS 1",Ch2Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,16567,0,117,0,16450,0,0,16567,,,,,,,,,,,,,,,,,,1,1,2100,4391.2,0,4391.2,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"E02",Rare Event Detection,"RED","POS 3",Ch2Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,16785,0,97,0,16688,0,0,16785,,,,,,,,,,,,,,,,,,1,1,2100,4484.8,0,4484.8,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"E03",Rare Event Detection,"RED","NEG 2",Ch2Negative Control,"PMMoV","Manual",0.38,One-Step RT-ddPCR Kit for Probes,7.6,,,0.82,0.13,5,15596,2,0,3,15596,0.151,15601,,,,,,,,,,,,,,,,,,1,1,2100,2951.7,1777.1,1777.4,"Rare Event Detection Experiment",,,,0.57,0.23,,,,,,,,,,,,,
"E04",Rare Event Detection,"RED","BCoV",Ch2Negative Control,"PMMoV","Manual",0.07,One-Step RT-ddPCR Kit for Probes,1.4,,,0.32,0,1,17305,1,4002,0,13303,0.068,17306,,,,,,,,,,,,,,,,,,1,1,2100,2251.4,1764.7,1764.8,"Rare Event Detection Experiment",,,,0.17,0.02,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","POS 1",Ch2Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,13918,0,134,0,13784,0,0,13918,,,,,,,,,,,,,,,,,,1,1,2100,4277.2,0,4277.2,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"F02",Rare Event Detection,"RED","POS 3",Ch2Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,17326,0,128,0,17198,0,0,17326,,,,,,,,,,,,,,,,,,1,1,2100,4493.8,0,4493.8,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"F03",Rare Event Detection,"RED","NEG 2",Ch2Negative Control,"PMMoV","Manual",0.2,One-Step RT-ddPCR Kit for Probes,4,,,0.52,0.05,3,17935,1,0,2,17935,0.0656,17938,,,,,,,,,,,,,,,,,,1,1,2100,3112.4,1772.3,1772.6,"Rare Event Detection Experiment",,,,0.34,0.1,,,,,,,,,,,,,
"F04",Rare Event Detection,"RED","BCoV",Ch2Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.25,0,0,14167,0,3201,0,10966,0,14167,,,,,,,,,,,,,,,,,,1,1,2100,0,1731.6,1731.6,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"G01",Rare Event Detection,"RED","POS 2",Ch2Positive Control,"PMMoV","Manual",1000000,One-Step RT-ddPCR Kit for Probes,20000000,,,1000000,10000,17213,0,136,0,17077,0,0,17213,,,,,,,,,,,,,,,,,,1,1,2100,4300.9,0,4300.9,"Rare Event Detection Experiment",,,,1000000,10000,,,,,,,,,,,,,
"G02",Rare Event Detection,"RED","NEG 1",Ch2Negative Control,"PMMoV","Manual",0.13,One-Step RT-ddPCR Kit for Probes,2.6,,,0.43,0.02,2,17699,0,0,2,17699,0,17701,,,,,,,,,,,,,,,,,,1,1,2100,3566.2,1781.7,1781.9,"Rare Event Detection Experiment",,,,0.26,0.06,,,,,,,,,,,,,
"G03",Rare Event Detection,"RED","NEG 3",Ch2Negative Control,"PMMoV","Manual",0.06,One-Step RT-ddPCR Kit for Probes,1.2,,,0.31,0,1,18329,0,1,1,18328,0,18330,,,,,,,,,,,,,,,,,,1,1,2100,3484.3,1741.8,1741.9,"Rare Event Detection Experiment",,,,0.16,0.02,,,,,,,,,,,,,
"G04",Rare Event Detection,"RED","NTC",Ch2NTC,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.21,0,0,16641,0,0,0,16641,0,16641,,,,,,,,,,,,,,,,,,1,1,2100,0,1747.9,1747.9,"Rare Event Detection Experiment",,,,0.097,0,,,,,,,,,,,,,
"H01",Rare Event Detection,"RED","POS 2",Ch2Positive Control,"PMMoV","Manual",11500,One-Step RT-ddPCR Kit for Probes,230000,,,15200,9700,17621,1,127,0,17494,1,8.51,17622,,,,,,,,,,,,,,,,,,1,1,2100,4069.8,1309.1,4069.7,"Rare Event Detection Experiment",,,,13000,10400,,,,,,,,,,,,,
"H02",Rare Event Detection,"RED","NEG 1",Ch2Negative Control,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18544,0,0,0,18544,0,18544,,,,,,,,,,,,,,,,,,1,1,2100,0,1709.5,1709.5,"Rare Event Detection Experiment",,,,0.087,0,,,,,,,,,,,,,
"H03",Rare Event Detection,"RED","NEG 3",Ch2Negative Control,"PMMoV","Manual",0.33,One-Step RT-ddPCR Kit for Probes,6.6,,,0.73,0.12,5,17558,3,1,2,17557,0.201,17563,,,,,,,,,,,,,,,,,,1,1,2100,2402.3,1784.9,1785,"Rare Event Detection Experiment",,,,0.51,0.21,,,,,,,,,,,,,
"H04",Rare Event Detection,"RED","NTC",Ch2NTC,"PMMoV","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.19,0,0,18206,0,0,0,18206,0,18206,,,,,,,,,,,,,,,,,,1,1,2100,0,1668.9,1668.9,"Rare Event Detection Experiment",,,,0.088,0,,,,,,,,,,,,,
